idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,The rooms in the Belgian Suite are linked by narrow corridors.,by narrow corridors,0.0008907318115234,1.962719678878784,0.4966042041778564,0.4285714285714285,0.4285714285714285,How are the rooms in the Belgian Suite connected?,1
1,It is also an art gallery.,art gallery,0.0009591579437255,0.6065564155578613,0.8012039661407471,0.5,0.5,"Aside from being the home of the monarchy and a tourist attraction, what else is Buckingham Palace known for?",1
2,Braque and Picasso.,Braque and Picasso,0.0008575916290283,0.5065720081329346,0.9787653684616088,1.0,1.0,Understanding who's work was the tradition meaning of Cubism formed on?,1
3,Juan Gris.,Juan Gris,0.0008575916290283,0.4449770450592041,0.9844105839729308,1.0,1.0,Who coined the phrase Analytic Cubsim? ,1
4,The Crown Estate owns Buckingham Palace and Windsor Castle.,Crown Estate,0.0008554458618164,0.7001132965087891,0.7044792175292969,0.3636363636363636,0.3636363636363636,Who owns Buckingham Palace and Windsor Castle?,1
5,Goring Great Garden.,Goring Great Garden,0.0008234977722167,0.5142245292663574,0.9819589257240297,1.0,1.0,What was the name of Lord Goring Garden?,1
6,To highlight minority party goals and achievements.,write books or articles that highlight minority party goals and achievements,0.0008718967437744,0.6210572719573975,0.7689049243927002,0.6666666666666665,0.6666666666666665,What are the purpose of minority leader writings?,1
7,The Speaker of the House is the leader of the majority party in the House.,Speaker,0.000840425491333,0.914318323135376,0.4600050449371338,0.125,0.125,Who is the leader of the majority leader in House?,0
8,Buckingham House.,Buckingham House,0.0008347034454345,0.4624443054199219,0.9801653623580932,1.0,1.0,What was King George II's royal residence beginning in 1762?,1
9,Sir James Pennethorne.,Sir James Pennethorne.,0.0008306503295898,0.5731816291809082,1.0,1.0,1.0,Who was the student of Nash that designed the ballroom wing?,1
10,Dornier Do 17 bomber.,Dornier Do 17 bomber,0.0008273124694824,0.550912618637085,0.9816239476203918,1.0,1.0,What type of aircraft was the German Plane?,1
11,Woman Walking.,Woman Walking,0.0008637905120849,0.4356546401977539,0.993730902671814,1.0,1.0,Which  Alexander Archipenko piece was similar to other Cubist scupltures of that time?,1
12,1762.,1762,0.0008368492126464,0.479149580001831,0.9633775353431702,1.0,1.0,In what year was the Gold State Coach first used?,1
13,The Duke of Buckingham and Normanby in 1703.,Duke of Buckingham and Normanby,0.0008316040039062,0.7953588962554932,0.8390429019927979,0.7692307692307693,0.7692307692307693,The house which is the core of Buckingham was first built for who?,1
14,James Blaine of Maine.,James Blaine,0.0008366107940673,0.5528810024261475,0.854963481426239,0.6666666666666666,0.6666666666666666,What prominent ex-speaker was nominated for minority role in 1875?,1
15,King George V.,George V,0.000864028930664,0.4998586177825928,0.8678106069564819,0.8,0.8,Which king placed more emphasis on official entertaining and royal duties instead of lavish parties?,1
16,A King's Messenger.,King's Messenger,0.0008032321929931,0.4443185329437256,0.8973678350448608,0.8571428571428571,0.8571428571428571,After the war what did Holmes become?,1
17,"£21,000.","£21,000",0.0008447170257568,0.5176253318786621,0.972305715084076,1.0,1.0,How much did George III pay for Buckingham House? ,1
18,A minority leader can attempt to set some agenda for the House by employing or threatening to use discharge petitions to bring minority priorities to the floor.,"may employ, or threaten to use, discharge petitions to try and bring minority priorities to the floor.",0.0008735656738281,1.3532352447509766,0.797534167766571,0.6363636363636364,0.6363636363636364,How can a minority leader attempt to set some agenda for house?,1
19,Coach horses.,horses,0.0008101463317871,0.4347078800201416,0.8238334655761719,0.6666666666666666,0.6666666666666666,"What enabled some tribes to expand territory, increase trade and capture more game?",1
20,1905-1908.,"1905 and 1908,",0.0008585453033447,0.6099932193756104,0.952204704284668,0.8,0.8,"During which years did the conscious begin to look for a new style in Germany, Italy, Russia, and Holland?",1
21,The Throne Room.,the throne room,0.0008373260498046,0.4713749885559082,0.9784623384475708,1.0,1.0,The Ballroom replaced which other room in terms of importance and use?,1
22,Glass.,glass,0.0008490085601806,0.4246754646301269,0.951978325843811,1.0,1.0,"When resin stays below Tg, its thermal expansion is similar to that of copper and what other material?",1
23,"The Queen's Gallery, near the Royal Mews.",at the Queen's Gallery,0.000823974609375,0.7364494800567627,0.829236626625061,0.6153846153846154,0.6153846153846154,Where can the public view the Royal Collection?,1
24,Queen Victoria.,Queen Victoria,0.0008332729339599,0.4607083797454834,0.9674348831176758,1.0,1.0,Who did Martha Ann Ricks present the famed Liberian coffee tree to?,1
25,The Making of Americans.,The Making of Americans,0.000838279724121,0.4832990169525146,0.976009964942932,1.0,1.0,What was the title of Gertrude Stein's 1906-1908 book?,1
26,Paul Gauguin and Paul Cézanne.,Paul Gauguin and Paul Cézanne,0.0008988380432128,0.7341034412384033,0.9873037338256836,1.0,1.0,Which two artists did Douglass Cooper say were very important to the forming of Cubism?,1
27,Silk.,silk.,0.0008227825164794,0.4048836231231689,1.0,1.0,1.0,What did the mulberry garden produce?,1
28,The freehold of the palace was subject to frenzied speculation in the 17th century.,the freehold,0.0008354187011718,1.0862605571746826,0.4466991424560547,0.25,0.25,What about the palace was subject to speculation in the 17th century?,1
29,52.,52,0.0008344650268554,0.459601879119873,0.9440832734107972,1.0,1.0,How many Puerto Ricans have died in the Iraq War and War in Afghanistan?,1
30,hardship,their subjects' hardship,0.0008244514465332,0.3295447826385498,0.6945285797119141,0.5,0.5,The royal family was seen as sharing what with their subjects after the bombings?,1
31,King George V.,George V,0.000849962234497,0.4808101654052734,0.8678106069564819,0.8,0.8,Which king placed more emphasis on official entertaining and royal duties instead of lavish parties?,1
32,The style of the saucer domes in the Belgian Suite is designed by Nash in the style of Soane.,the style of Soane,0.0008285045623779,1.197170972824097,0.5798629522323608,0.3478260869565217,0.3478260869565217,The saucer domes are in whose style?,1
33,Internal party disunity and a lack of formal party leadership structure made it difficult to identify House leadership.,Internal party disunity,0.0008437633514404,1.0578243732452393,0.648302435874939,0.2857142857142857,0.2857142857142857,What made identifying House leadership difficult?,1
34,"The palace's chimneys smoked excessively, causing fires to be allowed to die down to avoid the smoke.",the chimneys smoked,0.0008225440979003,1.1200971603393557,0.7081068754196167,0.2857142857142857,0.2857142857142857,What was the problem with the palace's chimneys?,1
35,"František Kupka's works, specifically ""Amorpha-Fugue à deux couleurs"" and ""Amorpha chromatique chaude"", exhibited at the 1912 Salon d'Automne, were highly abstract and repetitive, similar to Cubist art.",Gertrude Stein,0.0008516311645507,2.2926948070526123,0.2284016609191894,0.0,0.0,Who's written works used repitition that was similar to Cubist art?,0
36,A great deal. They are typically energetic and aggressive campaigners for partisan incumbents and challengers.,hardly any major aspect of campaigning that does not engage their attention,0.0008614063262939,1.021806716918945,0.4100547730922699,0.074074074074074,0.074074074074074,How much concern do minority leaders have for campaigning?,1
37,18th century.,18th-century design,0.0008490085601806,0.5155916213989258,0.7354475259780884,0.8,0.8,From what century were men's knee breeches worn at Buckingham designed in?,1
38,Dynamism and expressive plasticity.,dynamism and expressive plasticity,0.0008571147918701,0.6089608669281006,0.9869978427886964,1.0,1.0,What feelings should Cubist architecture evoke in viewer?,1
39,"476,000 people.","476,000 people",0.0008471012115478,0.5704951286315918,0.9892148971557616,1.0,1.0,How many people visited the palace in the 2014.2015 fiscal year?,1
40,Josef Gočár.,Vlastislav Hofman,0.0008206367492675,0.5153348445892334,0.3711062669754028,0.0,0.0,Who built the House of the Black Madonna?,0
41,Hale Boggs.,Hale Boggs,0.0008032321929931,0.4398767948150635,0.9893848299980164,1.0,1.0,What republican majority leader died in a plane crash?,1
42,World War I.,World War I,0.0008292198181152,0.4808621406555176,0.9355374574661256,1.0,1.0,What instigated conflict between the Ottoman and Russian Empire?,1
43,On the first evening of a state visit by a foreign head of state.,the first evening of a state visit by a foreign head of state,0.0008115768432617,0.8757734298706055,0.964943528175354,0.962962962962963,0.962962962962963,When are state banquets held?,1
44,1909 to 1914.,1909 to 1914,0.0008268356323242,0.6155097484588623,0.9799554347991944,1.0,1.0,From what years did High Cubism take place? ,1
45,To develop a united front on issues and present a coordinated opposition to the majority party.,to represent a party comprising a distinct minority,0.0008552074432373,0.9729716777801514,0.5586773157119751,0.3333333333333333,0.25,What would be the purpose of organizing non majority members of  the house?,1
46,Queen Mary.,Queen Mary,0.0008296966552734,0.4586424827575683,0.9791020154953004,1.0,1.0,Who attended the coronation that was a break from tradition?,1
47,Nine times.,nine times,0.0008044242858886,0.368929386138916,0.9235760569572448,1.0,1.0,How many times was the palace bombed in WWII?,1
48,Johann Strauss II.,Johann Strauss II,0.0008859634399414,0.4821500778198242,0.9821540117263794,1.0,1.0,Who performed Alice Polka in honor of Princess Alice?,1
49,King William IV.,William IV,0.0008356571197509,0.4815537929534912,0.8675158023834229,0.8,0.8,Who died before seeing Buckingham Palace's completion?,1
50,The minority leader consults and participates in a joint news conference with their counterparts in the Senate and with the President if their party controls the White House.,counterparts in the Senate—and with the president if their party controls the White House,0.0008392333984375,1.4151592254638672,0.5980457663536072,0.6976744186046512,0.6976744186046512,With whom does minority leader consult and participate in news conference?,1
51,A large oriental chimney piece sculpted by Richard Westmacott.,large oriental chimney piece,0.0008378028869628,0.8631401062011719,0.7376225590705872,0.6153846153846153,0.6153846153846153,The red and blue Chinese Luncheon Room has what as a main feature?,1
52,Montparnasse.,Montparnasse,0.0008273124694824,0.530693769454956,0.9808236956596376,1.0,1.0,"Until 1973, what was Paris; tallest building?",1
53,"Windsor Castle, Balmoral Castle, and Osborne House.",Osborne House,0.0008647441864013,0.7881662845611572,0.674654483795166,0.4444444444444445,0.4444444444444445,Which house did Queen Victoria stay at after she left Buckingham?,1
54,1762.,1762,0.0008273124694824,0.474025011062622,0.9633775353431702,1.0,1.0,In what year was the Gold State Coach first used?,1
55,Robert Jones.,Robert Jones,0.0008447170257568,0.4597644805908203,0.9779086709022522,1.0,1.0,Who designed the chimney piece in The Yellow Drawing Room?,1
56,Dennis Hastert.,Dennis Hastert,0.0008256435394287,0.4783995151519775,0.9845566749572754,1.0,1.0,Who succeeded Newt Gingrich as Speaker?,1
57,Prince Albert died before 1840.,1861,0.0008215904235839,0.648550271987915,0.2381896674633026,0.0,0.0,What year did Tongzhi take power?,0
58,"The minority leader is able to accomplish additional demands and tasks by employing various strategies, such as using discharge petitions, publicizing their party's agenda, and engaging in activities like organizing town meetings, sponsoring party retreats, and creating theme teams to craft party messages.",minority leader is provided with extra staff resources—beyond those accorded him or her as a Representative,0.0008430480957031,2.219102382659912,0.6837251782417297,0.1311475409836065,0.1311475409836065,How is the minority leader able to accomplish addition demands and tasks?,0
59,The Duke of Buckingham.,Duke of Buckingham,0.0008111000061035,0.5136444568634033,0.9702171087265016,0.8571428571428571,0.8571428571428571,For whom was Buckingham house originally built?,1
60,20-138 candidates.,at least twenty different candidates,0.0008330345153808,0.54537034034729,0.7765998840332031,0.25,0.25,How many candidates was typical in early fields for speaker?,0
61,The text does not provide an exact number of state rooms in Buckingham Palace.,19 state rooms,0.0008270740509033,0.87961745262146,0.5264919996261597,0.2352941176470588,0.2352941176470588,How many staterooms does the palace have?,0
62,1914.,1914,0.0008330345153808,0.4744062423706054,0.9601083993911744,1.0,1.0,One of Jehovah Witnesses' central teachings is that the world entered into its last days at what year?,1
63,1703.,1703,0.0008518695831298,0.4979159832000732,0.96819007396698,1.0,1.0,When did Presbyterianism arrive in America?,1
64,Tom DeLay.,Majority Leader Tom DeLay,0.0008156299591064,0.514930248260498,0.7744901776313782,0.6666666666666666,0.6666666666666666,Who overshadowed House Speaker Dennis Hastert?,1
65,Eye Cross.,Eye Cross,0.0008316040039062,0.460453987121582,0.972714364528656,1.0,1.0,Which village had fallen into decay but the 17th century?,1
66,Emperor Napoleon III of France.,Emperor Napoleon III of France,0.0008060932159423,0.5748231410980225,0.9632226228713988,1.0,1.0,Who is the 1855 Room named after?,1
67,Three tall ostrich feathers.,ostrich feathers,0.0008370876312255,0.5506491661071777,0.8904358744621277,0.6666666666666666,0.6666666666666666,What types of feathers did debutantes wear in their hair?,1
68,"The Prince of Wales, later George IV.",Prince of Wales,0.0008153915405273,0.6573648452758789,0.7310481071472168,0.6,0.6,Who was the Grand Service originally made for?,1
69,The party's floor leader plays an influential role in the formulation of party policy.,A party's floor leader,0.0008370876312255,0.9365448951721193,0.7877590656280518,0.4,0.4,Who plays an influential role in the formation of party policy?,1
70,The Houses of Parliament.,new Houses of Parliament,0.0008444786071777,0.5140926837921143,0.8716641664505005,0.75,0.75,King William thought about converting the palace into what after a fire destroyed the Palace of Westminster in 1834?,1
71,Clement Greenberg.,"Picasso, Braque, Gris and Léger",0.0008461475372314,0.4707694053649902,0.2058125734329223,0.0,0.0,Who's work undermined Douglass  Coopers terms describing Cubism?,0
72,Portland stone.,Portland stone,0.0008788108825683,0.4416935443878174,0.9827080368995668,1.0,1.0,Of what material is London's National Gallery made?,1
73,Nancy Pelosi.,Nancy Pelosi,0.0008020401000976,0.4132087230682373,0.97819185256958,1.0,1.0,Who is he current Minority leader?,1
74,King George V.,George V,0.0008227825164794,0.4784743785858154,0.8678106069564819,0.8,0.8,Which king placed more emphasis on official entertaining and royal duties instead of lavish parties?,1
75,Léger.,Léger,0.0008373260498046,0.4944369792938232,0.9703016877174376,1.0,1.0,"Who painted the Wedding, show at Salon des Independants in 1912?",1
76,Rondo-Cubism.,Rondo-Cubism,0.0008552074432373,0.5493435859680176,0.9818847179412842,1.0,1.0,What was for the form of architectural Cubism in Prague called?,1
77,Musical entertainments.,musical entertainments,0.000833511352539,0.4993636608123779,0.9702510237693788,1.0,1.0,Before Prince Albert died what sort of entertainment was held at Buckingham?,1
