idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, 1995,5 May 2017,0.0004901885986328,0.6064045429229736,0.4994078874588012,0.0,0.0,"What is the release date of this first-person shooter video game developed by the owner of ZeniMax Media, Inc, and published by Bethesda Softworks?",0
1, Michael Stipe,Michael Stipe,0.0005028247833251,0.5776135921478271,1.0,1.0,1.0,"he music of Athens, Georgia, includes a wide variety of popular music and was an important part of the early evolution of alternative rock and new wave, the The city is well known as the home of chart-topping bands like R.E.M., an American rock band that formed in Athens, Georgia, in 1980 by which lead singer?",1
2, Melissa Rosenberg,Melissa Rosenberg,0.0004777908325195,0.4169099330902099,1.0,1.0,1.0,Eka Darville is an actor who had a starring role in the web series created for Netflix by whom?,1
3, Torrens Linear Park,Torrens Linear Park,0.0004811286926269,0.6821322441101074,1.0,1.0,1.0,"What park along the southern border of Gilberton, South Australia, was created as part of a flood mitigation scheme along the River Torrens?",1
4, Hell Paso,Hell Paso,0.000476598739624,0.4121356010437011,1.0,1.0,1.0,"The band At the Drive-In from El Paso, Texas released its first EP entitled what?",1
5, Padma Shri,Padma Shri,0.000495433807373,0.6869659423828125,1.0,1.0,1.0,"Mehbooba, a Bollywood romance film was released eight years before lead protagonist Ajay Devgn was honoured with what by the Government of India?",1
6, Joseph Kony,Joseph Kony,0.0004746913909912,0.5412719249725342,1.000000238418579,1.0,1.0,A Brilliant Genocide was written about a revolution started by which resistance leader?,1
7, Nazi symbolism,swastika,0.0004818439483642,0.4224872589111328,0.4982194006443023,0.0,0.0,"What is the name of the primary symbol, which is now outlawed outside of the context of art or science, and was widely used even on the state flag?",0
8, 1984,1984,0.0004713535308837,0.5509629249572754,1.0,1.0,1.0,Mr. Peregrine Percival is a fictional character in a children's tv series that was first broadcast in Great Britian in what year?,1
9, Cleveland Browns,Cleveland Browns,0.0004818439483642,0.4224860668182373,1.0,1.0,1.0,What team did Don Cockroft and Phil Dawson both play for?,1
10, MBA karts,MBA karts,0.000478982925415,0.5422952175140381,1.0000001192092896,1.0,1.0,Which Italian kart chassis manufacturer is made by Enzo is used for kart racing? ,1
11, Mamma Mia!,Mamma Mia!,0.0005028247833251,0.6734378337860107,1.0,1.0,1.0,What movie did Phyllida Lloyd direct that was released in 2008?,1
12, 2012,2012,0.0004770755767822,0.542574405670166,1.0000001192092896,1.0,1.0,What year was the 95th Air Base Wing in southern California inactivated?,1
13, Stephen F. Williams,Gregory,0.0004901885986328,0.6775853633880615,0.3498039841651916,0.0,0.0,What is the middle name of the Associate Justice of the Supreme Court who John F. Duffy served as clerk?,0
14, Jaco Van Dormael.,Jaco Van Dormael,0.0004968643188476,0.94408917427063,0.984125792980194,1.0,1.0,"Who directs the 2009 science fiction drama film starring an actress known for her role in ""Road to Avonlea""?",1
15, Redstone Arsenal.,Redstone Arsenal,0.0004761219024658,0.681107759475708,0.9739301800727844,1.0,1.0,Which US Army post part of the Huntsville-Decatur Combined Statistical Area replaced cotton as an economic force in Madison Station Historic District?,1
