idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, The Babadook.,The Babadook,0.1054348945617675,8.72413158416748,0.9869449138641356,1.0,1.0,Jennifer Kent created which 2014 Australian horror film?,1
1, Richard Attenborough,Kenneth Branagh,0.0486800670623779,8.559152364730835,0.313838928937912,0.0,0.0,Which knight and actor played Iago in the 1995 film of Othello?,0
2," ""Telluride Sessions""",Telluride Sessions,0.104743480682373,8.86741018295288,0.9649248719215392,1.0,1.0,"What was the only album released by American Banjo player Bela Fleck's super group, Strength in Numbers?",1
3, César Award.,Palme d'Or at the 2013,0.0468165874481201,8.694724798202515,0.1738013625144958,0.0,0.0,What award has one of Laure Gardette's films been nominated for?,0
4, Arthur Penn,"Arthur Hiller Penn (September 27, 1922 – September 28, 2010) was an American director and producer of film, television and theater.",0.0512559413909912,8.31001091003418,0.6786243915557861,0.1818181818181818,0.1818181818181818,"Which director is American, Lino Brocka  or Arthur Penn?",1
5, Cumbria.,204,0.0586514472961425,8.563770532608032,0.1397546529769897,0.0,0.0,The village and civil parish Keisley is a hamlet in is mostly had a population of what in 2011?,0
6, Hebron Academy.,Hebron Academy,0.0547118186950683,8.532409429550171,0.9894592761993408,1.0,1.0,Charles Andrews graduated from what college preparatory boys' school?,1
7," January 4, 1914.","January 4, 1914",0.0493254661560058,9.06790328025818,0.9819768667221068,1.0,1.0,When was the Detroit passenger rail depot near the Ste. Anne de Detroit Catholic Church formally dedicated?,1
8, Paul Heyse,Paul Johann Ludwig von Heyse,0.1329402923583984,8.432181358337402,0.7304707169532776,0.5714285714285715,0.5714285714285715,"Who has received more critical acclaim, Conrad Aiken or Paul Heyse?",1
9, Tony Schiavone,Tony Schiavone,0.0667724609375,8.72036623954773,0.9999998807907104,1.0,1.0,who is the American sports broadcaster whose commentary is featured on WCW Backstage Assault?,1
10, The Year Without a Santa Claus.,The Year Without a Santa Claus,0.0501627922058105,8.961903810501099,0.979610025882721,1.0,1.0,"""Heat Miser"" is a character from which Christmas special based on Phyllis McGinley's 1974 book?",1
11, The Colorado River.,Colorado River,0.0921306610107421,8.572393894195557,0.9534531235694884,0.8,0.8,The Expedition that fought the Tiguex war also was the same expedition that marked the first European sightings of the Grand Canyon and what other notable American landmark?,1
12," She was a cousin of King Lunalilo, also known as ""The People's King"".",cousin,0.0859200954437255,10.439746379852297,0.3360918164253235,0.1333333333333333,0.1333333333333333,How is Damon Stoudamire related to Terrence Jones?,0
13, English,English,0.1059117317199707,8.180276155471802,1.0,1.0,1.0,What language is spoken at both Lipscomb University and University of Debrecen?,1
14, J.K. Rowling,J. K. Rowling,0.0560522079467773,8.56343388557434,1.0,1.0,1.0,Who authored the book series whose movie version starred Shefali Chowdhury?,1
15, Altice USA.,Altice USA,0.0480761528015136,8.560760021209717,0.9861181378364564,1.0,1.0,Who owns the news television channel who Andrew Ehinger is a reporter for?,1
