idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,Sponges typically feed by drawing in water through pores.,drawing in water through pores,0.0008819103240966,1.973998785018921,0.5807777643203735,0.7142857142857143,0.7142857142857143,How do sponges typically feed?,1
1,1773.,1773,0.000861644744873,0.2972118854522705,0.9729280471801758,1.0,1.0,When did Isaac Backus write against a state sanctioned religion?,1
2,It forbade the king to pass any new law without the consent of the nobility.,forbade the king to pass any new law without the consent of the representatives of the nobility,0.0007133483886718,0.8335638046264648,0.905665397644043,0.8749999999999999,0.8749999999999999,"What did The Act of ""Nihil novi nisi commune consensu"" Do",1
3,J. Brent Walker.,J. Brent Walker,0.0007407665252685,0.3350734710693359,0.9862083196640016,1.0,1.0,Who is the Executive Director of the Baptist Joint Committee?,1
4,April 17.,April 28.,0.0006256103515625,0.2942314147949219,0.8728145956993103,0.5,0.5,What date did the torch relay event take place?,0
5,The Silk Road.,Silk Road,0.000594139099121,0.2962324619293213,0.9549000263214112,0.8,0.8,Which network was used to exchange goods with Rome?,1
6,AT&T Park.,"Olympia, Greece",0.0006182193756103,0.2940301895141601,0.2523599565029144,0.0,0.0,Where was the Olympic torch lit?,0
7,There is no mention of MOCAD in the given context.,Museum of Contemporary Art Detroit,0.0005860328674316,0.639157772064209,0.0241164080798625,0.1333333333333333,0.1333333333333333,What does MOCAD stand for?,0
8,The separation of church and state.,constitutional limitation on religious establishment,0.0007336139678955,0.4122629165649414,0.6398825645446777,0.0,0.0,What do scholars also disagree with about the way the Supreme Court has interpreted what?,1
9,The two adjectives that best describe the szlachta are: noble and aristocratic.,"formalized, hereditary",0.000659704208374,0.8718597888946533,0.2649238705635071,0.0,0.0,What are two adjectives that best describe the szlachta?,0
10,Co-proprietors of Piast realms.,co-proprietors of Piast realms,0.0006642341613769,0.4866564273834228,0.976728081703186,1.0,1.0,What did some Mozni regard themselves with?,1
11,A religious dimension.,a religious dimension,0.000645637512207,0.2760517597198486,0.9742680191993712,1.0,1.0,What has the separation of church and state failed to deny the political realm of?,1
12,There is no mention of a night-blooming flower in the given context.,cereus,0.0006718635559082,0.7321152687072754,0.0460810326039791,0.0,0.0,What is the name of the night blooming flower on St. Barts?,0
13,Belle Isle Park.,Belle Isle Park,0.0006887912750244,0.2966723442077636,0.9831501841545104,1.0,1.0,What is the large island park in Detroit?,1
14,The Sichuan earthquake.,Paralympic Games,0.0006747245788574,0.3712644577026367,0.1142481118440628,0.0,0.0,For what events was the torch relay decided to not be held?,0
15,The city's high crime rate.,high crime rate,0.0006625652313232,0.4102668762207031,0.8436654210090637,0.6666666666666666,0.6666666666666666,What was Mayor Young criticized for not reducing?,1
16,The establishment clause.,"""establishment clause""",0.0006158351898193,0.2961623668670654,0.9246662855148317,0.8,0.8,What is the first part of the First Amendment know as?,1
17,The Plymouth Colony and Massachusetts Bay Colony both established churches.,churches,0.0005948543548583,0.5643486976623535,0.3779279589653015,0.1818181818181818,0.1818181818181818,What did the Plymouth Colony and Massachusetts Bay Colony both establish?,1
18,"""High (river)bank""","""high (river)bank""",0.0005676746368408,0.4105610847473144,1.0000001192092896,1.0,1.0,What did Hanover possibly originally mean?,1
19,Roger Williams was a nonconformist Protestant Christian who fled England to establish Rhode Island as a haven for religious minorities.,Baptist theologian,0.0005979537963867,1.0612056255340576,0.3257937431335449,0.0,0.0,Who was Roger Williams?,0
20,The Michigan Chronicle.,Michigan Chronicle,0.0006399154663085,0.2950692176818847,0.9695797562599182,0.8,0.8,What newspaper was founded in 1935?,1
21,Hannover 96.,Hannover 96,0.0005950927734375,0.3343937397003174,0.9794034957885742,1.0,1.0,"Who does the nicname ""Die Roten"" belong to?",1
22,Pervasive secularism.,pervasive,0.0005791187286376,0.3733294010162353,0.5746066570281982,0.6666666666666666,0.6666666666666666,What type of secularism came to dominate American public life?,1
23,Hieronim Nekanda Trepka.,Ducal Prussia,0.0005807876586914,0.5274014472961426,0.1739561557769775,0.0,0.0,What is one leader from the polish-lithuanian common weaith. ,0
24,A.D. 1138 – A.D. 1314.,"A.D., 1138 – A.D., 1314",0.0006496906280517,0.6779532432556152,0.9598769545555116,1.0,1.0,WHen was the period of Division?,1
25,The Eiffel Tower in Paris.,Paris,0.0006155967712402,0.4467029571533203,0.680320143699646,0.3333333333333333,0.3333333333333333,What was the largest European city in 1667?,0
26,The Color Orange democracy group.,The Color Orange,0.0005867481231689,0.3714828491210937,0.5979322791099548,0.7499999999999999,0.7499999999999999,What group did Jens Galschiøt lead?,1
27,Clay.,clay,0.0005998611450195,0.2195351123809814,0.9541090130805968,1.0,1.0,What material is the Detroit Moraine composed of?,1
28,2 teams of 40 attendants each.,Two,0.0006039142608642,0.5253720283508301,0.2227371335029602,0.0,0.0,How many methods comprise standard approaches used to classify bacteria and diagnose disease?,0
29,"Sherman believed the clause was unnecessary because the original Constitution only gave Congress stated powers, which did not include establishing a national religion.",Constitution only gave Congress stated powers,0.0006020069122314,1.1006622314453125,0.5165858268737793,0.4137931034482758,0.4137931034482758,Why did Sherman believe the establishment clause was unnecessary? ,1
30,Three.,three,0.0005946159362792,0.2182841300964355,0.9212040305137634,1.0,1.0,"Before Hindus are cremated, how many times are their bodies placed in the Bagmati?",1
31,400.,400,0.0005815029144287,0.2571134567260742,0.944799780845642,1.0,1.0,How many members of the National Assembly were from Egypt?,1
32,"None, Soha Ali Khan pulled out of the Olympic torch relay.",Sulaf Fawakherji,0.0005857944488525,0.6791470050811768,0.1884049475193023,0.0,0.0,Which actress carried the torch for part of the route?,0
