idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,27 million.,27 million,0.0008611679077148,3.3473477363586426,0.9667468667030334,1.0,1.0,How many Germans are members of sports clubs?,1
1,Lynx is a text-based web browser.,text based web browser,0.0008785724639892,0.4935774803161621,0.6711759567260742,0.7272727272727273,0.7272727272727273,What kind of software is Lynx?,1
2,Pope Gregory VII's chancery.,"chancery of Pope Gregory VII,",0.0006680488586425,0.4516234397888183,0.9309698343276978,0.8000000000000002,0.6,"Who coined the phrase ""king of the Germans""",1
3,The city management and urban policy program was ranked first in the nation.,city management and urban policy,0.0006434917449951,0.6859815120697021,0.6329970955848694,0.5555555555555556,0.5555555555555556,What program at the University of Kansas was rated highest among its peers?,1
4,Chest pain or discomfort.,Chest pain,0.0006563663482666,0.3343112468719482,0.9300103187561036,0.6666666666666666,0.6666666666666666,What is the most common symptom of MI?,1
5,30,30,0.0006184577941894,0.2175884246826172,1.0000001192092896,1.0,1.0,How many ajzā cover the entire Quran?,1
6,Auswanderer.,Auswanderer,0.0006563663482666,0.3357307910919189,0.9820905923843384,1.0,1.0,What are people called who have left Germany but still speak German?,1
7,Yes.,United States never developed bilingualism as Canada did.,0.0006053447723388,0.2151157855987548,-0.0295449458062648,0.0,0.0,Is Canada bilingual?,1
8,"Yes, political instability and the Contra War.",the economic collapse of the country many more Nicaraguans migrated to the United States amongst other countries.,0.0005745887756347,0.5294778347015381,0.3063883185386657,0.0833333333333333,0.0833333333333333,Was there a specific reason many Nicaraguans fled to the U.S.?,1
9,"The English-speaking settlers' sheer numbers led to their language, culture, and law becoming dominant, displacing Spanish in the public sphere.",the convention's English-speaking participants felt that the state's remaining minority of Spanish-speakers should simply learn English,0.0006549358367919,1.1937596797943115,0.6079506874084473,0.2439024390243902,0.1951219512195122,Why didn't California officially become  bilingual?,0
10,2.4%,2.4,0.0007519721984863,0.3367180824279785,0.6556990146636963,1.0,1.0,"In March 2007, what percentage of Southampton residents claimed job seeker's allowance?",1
11,There is no mention of the V-12 program in the given context.,World War II,0.0006797313690185,0.7259995937347412,0.14848393201828,0.0,0.0,The dead of what war were the first to be commemorated by the Virginia War Memorial?,0
12,1821.,"A large influx of Americans soon followed, originally with the approval of Mexico's president. In 1836",0.0006718635559082,0.2945237159729004,0.3764924108982086,0.0,0.0,When did the Americans come to Texas?,0
13,1888.,1888,0.0006988048553466,0.2969274520874023,0.9602977633476256,1.0,1.0,When did NYC buy land for its parks?,1
14,The Marine Accident Investigation Branch.,Marine Accident Investigation Branch,0.0006113052368164,0.3726754188537597,0.9677741527557372,0.888888888888889,0.888888888888889,What branch of the Department for Transport has its headquarters in Southampton?,1
15,The Thirty Years' War was primarily fought in what is now Germany.,Germany,0.000615119934082,0.6868607997894287,0.3612554371356964,0.1538461538461538,0.1538461538461538,What country started programs that led to the welfare state?,0
16,Hampshire.,Hampshire,0.0005533695220947,0.2177386283874511,0.9606670141220092,1.0,1.0,What ceremonial county does Southampton still belong to?,1
17,1923.,1923,0.0005731582641601,0.2960274219512939,0.9702735543251038,1.0,1.0,When did the first Yankee Stadium open?,1
18,"Student programs, such as Student Union Activities.",Student Union Activities,0.0005934238433837,0.4929683208465576,0.867924153804779,0.6,0.6,What is the name of a potential recipient of funds from enterprises like the bookstore and dining centers at KU?,1
19,Dr. Alan Whitehead (Labour),Dr. Alan Whitehead,0.0005953311920166,0.4527051448822021,0.8765349984169006,0.8571428571428571,0.8571428571428571,Who is Southampton Test's member of parliament?,1
20,Most MIs occur due to coronary artery disease.,coronary artery disease,0.00063157081604,0.5302844047546387,0.5302587151527405,0.5454545454545454,0.5454545454545454,How do most MIs come about?,1
21,2007.,2007,0.0006260871887207,0.2965342998504638,0.9553945660591124,1.0,1.0,When was 'The Grand Concourse' published?,1
22,5,5,0.0006558895111083,0.2173683643341064,1.0,1.0,1.0,"In how many season from 2003 to 2009 did the ""Big Four"" take all four top places in the UEFA Champions League?",1
23,The Julian calendar.,Julian calendar,0.000589370727539,0.2954907417297363,0.9220754504203796,0.8,0.8,What was the first reform concerning the calendar?,1
24,They generally made a compromise so both churches could celebrate on the same day.,compromise,0.0006072521209716,0.7249033451080322,0.2757730782032013,0.1333333333333333,0.1333333333333333,What did churches do to settle the date if there was a difference? ,1
