idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,"Charles Dickens wrote his ninth novel, ""Bleak House"", which features a character based on a British police officer with Scotland Yard, Inspector Bucket.",Charles Dickens,0.2626059055328369,2.8786067962646484,0.5423728227615356,0.16,0.16,"Alfred R. Kelman is an American film and television documentary producer and director who is known for his work on the 1984 television version of ""A Christmas Carol"", which was originally a novella written by which famous British author?",0
1,Moscow.,Moscow,0.3257999420166015,0.4639122486114502,0.9638307094573976,1.0,1.0,The 2016 Idaho Vandals football team was led by an American college football coach who coached the university of Idaho in what city?,1
2,Hamza Ali Abbasi.,Afzal,0.2318389415740966,0.7411048412322998,0.3782172799110412,0.0,0.0,"Jawani Phir Nahi Ani stars the actor who is known for his role as whom in the serial ""Pyarey Afzal""?",0
3,Vahid Hashemian.,Vahid Hashemian,0.2190408706665039,0.8150782585144043,0.9811916947364808,1.0,1.0,What 1976 born Iranian footballer got his start on Fath Tehran F.C.?,1
4,Clash of the Titans.,Clash of the Titans,0.2606823444366455,0.7902302742004395,0.9832639694213868,1.0,1.0,"Paul Warren, is a British actor known for roles in the science fiction, fantasy, and horror genres, often wearing heavy prosthetic makeup and/or creature suits, he has also appeared in such films as Guardians of the Galaxy, and which 2010 British-American fantasy adventure film and remake of the 1981 film of the same name produced by MGM (the rights to which had been acquired by Warner Bros. in 1996)?",1
5,The former South Yorkshire Joint Railway.,393 mi,0.4100978374481201,0.7602097988128662,0.0834941565990448,0.0,0.0, Doncaster iPort is connected to the rail network through the main line that is what length?,0
6,"January 2, 1961.","January 2, 1961",0.2828497886657715,0.7659950256347656,0.9897351264953612,1.0,1.0,When was the brother of Chris James born?,1
7,The Neptunes.,Pharrell Williams and Chad Hugo,0.5063021183013916,0.5324490070343018,0.2233589142560959,0.0,0.0,"""Vato"" is single produced by an American production duo composed of who?",1
8,"No, Lake Victoria is located in Africa, and Namak Lake is located in Iran.",no,0.3240413665771484,1.1320059299468994,0.1043322905898094,0.1333333333333333,0.1333333333333333,Are Chris Marker and Yvonne Rainer American?,0
9,Alex O'Loughlin.,Alex O'Loughlin,0.3820481300354004,0.7660224437713623,0.981325089931488,1.0,1.0,"Which actor that appeared in the film ""Oyster Farmer"" (2004) replaced Jack Lord in the CBS remake about a crime task force?",1
10,Ali Abdullah Saleh.,Ali Abdullah Saleh,0.3000440597534179,0.8553664684295654,0.9849319458007812,1.0,1.0,"The Southern Transitional Council, an autonomous and secessionist body whose 26 members, calls for the separation of southern Yemen, during the term of which former president, Yemeni politician?",1
11,Spock.,Spock,0.2407629489898681,0.739722490310669,0.9711613655090332,1.0,1.0,Number One is said to perform the same role for Captain Pike as which Leonard Nimoy character did for Captain Kirk?,1
12,The Roosevelts: An Intimate History.,The Roosevelts: An Intimate History,0.6105661392211914,0.9430570602416992,0.9942158460617064,1.0,1.0,Which documentary film featured the Democrat who won a record four presidential elections?,1
13,Illicium.,Illicium,0.2331635951995849,0.5413966178894043,0.9791496396064758,1.0,1.0,"Which plants latin name means ""to allure"", Allium or Illicium?",1
14,Alien vs. Predator (2004),Alien vs. Predator,0.5614831447601318,0.7781925201416016,0.8583959341049194,0.8571428571428571,0.8571428571428571,"What movie features an expedition funded by a billionaire, fictional trophy hunting extraterrestrials, and a pyramid beneath a whaling station near the Antarctic?",1
15,Monster Jam.,Monster Jam,0.2674894332885742,0.6990523338317871,0.9819597005844116,1.0,1.0,Monsters of Destruction is the more racing focused version of what Feld Entertainment event?,1
