idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0," Paul Hindemith was born on November 16, 1895, and Philip Glass was born on January 31, 1937.",Paul Hindemith,0.0475373268127441,10.554112195968628,0.5493502616882324,0.2105263157894736,0.2105263157894736,"Who was born at an earlier date, Paul Hindemith or Philip Glass?",1
1, The Indian Ocean.,Indian Ocean,0.0466535091400146,7.569199562072754,0.9524911046028136,0.8,0.8,The red-eyed wrasse is native to Indonesia and an island located in what ocean?,1
2, Hennepin County,Hennepin,0.0479407310485839,7.686236143112183,0.6996498107910156,0.6666666666666666,0.6666666666666666,The 1960 American Football League draft was held in the seat of which Minnesota county?,1
3, 1904,1919,0.0469293594360351,7.478026628494263,0.5616046190261841,0.0,0.0,Claude-Auguste Lamy discovered the element thallium independently from this English chemist who died in what year?,0
4, Johnny Hyde,Johnny Hyde,0.0521886348724365,7.34504508972168,1.0,1.0,1.0,What Russian-American talent agent was portrayed by Lloyd Bridges in the television drama film This Year's Blonde?,1
5," Lit was formed first in 1995, while Every Avenue was formed in 2003.",Lit,0.0484752655029296,9.360004425048828,0.4182018339633941,0.1428571428571428,0.1428571428571428,Which band was formed first Lit or Balance and Composure?,0
6, Rob Bowman,Rob Bowman,0.0469343662261962,7.340101957321167,1.000000238418579,1.0,1.0,"""Burn"" and ""Walk Away"" were featured over the end title credits of a film directed by who?",1
7, The National Symphony Orchestra in Ghana.,National Symphony Orchestra in Ghana,0.0585920810699462,7.93878698348999,0.9875607490539552,0.9090909090909092,0.9090909090909092,"The writer of ""God Bless Our Homeland Ghana"" was also the conductor of what orchestra?",1
8, Nicky Hayden,The Kentucky Kid,0.0466387271881103,7.452502965927124,0.3248215317726135,0.0,0.0,The 2006 Valencian Community motorcycle Grand Prix ended in a 3rd place showing for the rider with what nickname?,1
9, 1918-19,1918,0.0456655025482177,7.698580503463745,0.919469714164734,0.6666666666666666,0.6666666666666666,When was the submachine gun introduced that was manufactured by Emil Bergmann's father?,1
10," University of West Florida has the larger campus, at 1600 acres.",University of West Florida,0.0509731769561767,8.864295959472656,0.6593881249427795,0.5333333333333333,0.5333333333333333,"Which has the campus with the greater area, St. Mary's University, Texas or the University of West Florida?",1
11, Ceropegia,Centradenia,0.0542464256286621,7.562405347824097,0.3690928220748901,0.0,0.0,"Which is of a genus of tropical evergreen perennials or subshrubs, Ceropegia or Centradenia?",0
12, FC Schalke 04 II.,FC Schalke 04 II,0.049344778060913,8.034574031829834,0.9778009653091432,1.0,1.0,Thomas Rathgeber plays for what reserve team of German association football club?,1
13, Lithuania.,Lithuania,0.0493857860565185,7.360478639602661,0.9628956317901612,1.0,1.0,In what country was Andrzej Miłosz born?,1
14, George Bernard Shaw,George Bernard Shaw,0.0462715625762939,7.645311832427978,1.0000001192092896,1.0,1.0,Does George Bernard Shaw or E. L. Doctorow write plays?,1
15, Jolt Cola and Tab Clear both contain caffeine and are clear or pale-colored soft drinks.,contained caffeine,0.0474483966827392,9.37859058380127,0.5096389055252075,0.2222222222222222,0.2222222222222222,What 2 characteristics do Jolt Cola and Tab Clear share? ,0
