idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0," Bay Shore, New York.","Bay Shore, New York",0.0005037784576416,1.8934473991394043,0.9809754490852356,1.0,1.0,Where was the game manufacturer who introduced RSVP based?,1
1, Yes.,yes,0.0005416870117187,0.757457971572876,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
2, Josquin des Prez,Josquin des Prez,0.0005388259887695,1.5484578609466553,1.0,1.0,1.0,Antonius Divitis was a composer who was slightly younger than which French master of polyphonic vocal music?,1
3, Indie rock,rock,0.0005090236663818,0.7583310604095459,0.6424362659454346,0.6666666666666666,0.6666666666666666,"Shihad and Violent Soho, have which genre in common?",0
4," ""Never the Sinner""",Never the Sinner,0.0005240440368652,1.731234788894653,0.8823469877243042,1.0,1.0,The Last Days of Lehman Brothers featured the stage actor who was nominatedfor an Olivier Award for Best Supporting Actor for which 1991 play?,1
5, Arlene Foster,Arlene Foster,0.0005531311035156,1.0067591667175293,0.9999999403953552,1.0,1.0,What Member of the Northern Ireland Assembly for Fermanagh and South Tyrone was involved in the Renewable Heat Incentive scandal?,1
6, Tanya Donelly,Tanya Donelly,0.0005390644073486,1.2425405979156494,1.0,1.0,1.0,Which musician co-founded Throwing Muses with her stepsister Kristin Hersh: Tanya Donelly or Kai Hansen?,1
7, Indiana,Indiana,0.0015099048614501,0.5202586650848389,1.0000001192092896,1.0,1.0,"Howard Van Doren Shaw AIA (May 7, 1869 – May 7, 1926) was an American architect, he designed Clayton Mark's urban planned worker community in in East Chicago, in which US state?",1
8, 2006,2006,0.0005335807800292,1.0016429424285889,1.0000001192092896,1.0,1.0,"What year was the band that released ""That Kiss"" formed?",1
9, Pagan folk music.,neoceltic pagan folk,0.0005238056182861,1.482790231704712,0.7340556383132935,0.6666666666666666,0.6666666666666666,Ceasair and Omnia are examples of what type of music?,0
10, Yes.,yes,0.0005457401275634,0.75911545753479,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
11, Los Angeles.,Los Angeles,0.0005125999450683,1.0000412464141846,0.9625944495201112,1.0,1.0, The 12th Annual Honda Civic Tour was a concert tour headlined by an American pop rock band that originated in what city?,1
12, Australian,Australian,0.0005388259887695,0.5272536277770996,1.0000001192092896,1.0,1.0,Gary McCaffrie has collaborated with the actor and comedian of what nationality?,1
13, Shahrukh Khan,Johnny Lever,0.0007100105285644,1.2405154705047607,0.2139433026313781,0.0,0.0,"The Indian action thriller Koyla, stars this actor?",0
14," January 13, 2013","March 31, 2015",0.0005357265472412,1.968261480331421,0.7533905506134033,0.0,0.0,When did the American comedy-drama television series which its consisted of 12 episodes premiered ,0
15, English,English,0.0005195140838623,0.5214962959289551,1.0,1.0,1.0,What language is spoken at both Lipscomb University and University of Debrecen?,1
16, Glengarry Glen Ross,Glengarry Glen Ross,0.0005362033843994,1.5048797130584717,1.0,1.0,1.0,Jack Lemmon starred in which 1992 American drama film?,1
17, The character Cooler.,Howler,0.0005164146423339,1.269136905670166,0.2346285432577133,0.0,0.0,"What character in the television special ""The Pound Puppies"" did the voice actor of Fred Jones from ""Scooby-Doo"" voice as?",0
18, Thelma Schoonmaker,Chris Dickens,0.0005311965942382,1.7511630058288574,0.2953442931175232,0.0,0.0,"Who was the film editor for the movie that was a loose adaptation of the novel ""Q&A""?",0
19, The Unification of Germany.,the Unification of Germany,0.00050950050354,1.7554941177368164,0.973984956741333,1.0,1.0, The Guelphic Legion was a paramilitary unit maintained at the expense of a king whose reign was ended by what?,1
20," 250,000 viewers.","250,000",0.0005130767822265,1.7579302787780762,0.6066373586654663,0.8,0.8,What was the average audience per episode  in the first season of the TV series where Deirdre Mullins plays the wife of  Sean Bean ?,1
21, 1978,1971,0.00053071975708,1.018101930618286,0.6511293649673462,0.0,0.0,What year was the choreographer of the ballet that was featured in a 2000 British dance drama film set during the 1984-85 coal miners' strike born?,0
22," Ramón del Valle-Inclán was born in 1866, while Robert Caro was born in 1935.",Ramón María del Valle-Inclán,0.0005533695220947,6.3981475830078125,0.6437995433807373,0.48,0.48,"Who was born earlier, Ramón del Valle-Inclán or Robert Caro",1
23," The Look was the last album to feature Jeffrey Daniel, who later became a judge on the Nigerian Idol series.",Idol,0.0005178451538085,5.724565982818604,0.4102278053760528,0.0952380952380952,0.0952380952380952,The Look was the last album to feature a band member who later become a judge on what Nigerian show?,1
24, Yes,yes,0.0005366802215576,0.5242452621459961,1.0000001192092896,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
25, First Things.,First Things,0.0007269382476806,1.0165305137634275,0.9222419261932372,1.0,1.0,What neoconservative religious journal was written by the film and music critic Armond White?,1
26, Henry Rollins,Rob Tyner,0.0015094280242919,1.0212640762329102,0.459303468465805,0.0,0.0,"Who was the vocalist for the band that the producer of the Mother Superior album ""Sin"" played guitar in?",0
27, Yes.,yes,0.0005097389221191,0.7683908939361572,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
28, Lazio.,Rome,0.0005173683166503,1.0156676769256592,0.421718955039978,0.0,0.0,"Wat is the modern name for Latium, where Ferentina was the patron goddess?",1
29, André the Giant,André the Giant,0.0005326271057128,1.0161287784576416,1.0,1.0,1.0,WrestleMania III led to Hulk Hogan defending is title against which French pro wrestler?,1
30, This Is England,This Is England,0.0005197525024414,1.023233413696289,0.9999999403953552,1.0,1.0,What was the the coming-of-age drama released in 2006 which stars one of the co-starring actors of British thriller film Tower Block?,1
31, Elstree Studios,Elstree Film Studios Limited,0.0005404949188232,1.2609927654266355,0.8958690762519836,0.6666666666666666,0.6666666666666666,"Who operates the location that Not Now, Comrade was shot at?",1
