idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, Deranged,Deranged,0.1396257877349853,9.090560674667358,1.0,1.0,1.0,"Park Jung-woo, is a South Korean film director and screenwriter, his third feature is which 2012 South Korean science fiction thriller film starring Kim Myung-min, Kim Dong-wan, Moon Jung-hee and Lee Ha-nui?",1
1, Wilco,Golden Smog,0.2229652404785156,9.040491104125977,0.1842919886112213,0.0,0.0,What band released an album in which its title is is related to a band in which Jeff Tweedy is the lead singer?,0
2, Musician and singer.,singer and musician,0.0492491722106933,9.41637086868286,0.9572100639343262,1.0,0.3333333333333333,"Brian May and Adam Ant, have which mutual occupations?",1
3, Phineas and Ferb.,Phineas and Ferb,0.0678060054779052,9.703997135162354,0.9868465662002563,1.0,1.0,"Beauty Is Chaos is an EP by American singer–songwriter and actress Olivia Rose Olson, an American actress and singer-songwriter, mostly known for her voice roles as Vanessa Doofenshmirtz, in which animated program?",1
4, Timati,Timati,0.0496354103088378,9.062174081802368,1.0,1.0,1.0,"Moscow to California is a single by DJ M.E.G., featuring Sergey Lazarev and which Russian artist of Jewish and Tatar descent, singer-songwriter, record producer, actor, marketer and entrepreneur?",1
5, The Texas Revolution.,Texas Revolution,0.0477449893951416,9.316702604293823,0.9629662036895752,0.8,0.8,Acadia Plantation was the plantation of an American pioneer who had a prominent role in which Revolution ?,1
6, professional tennis players.,tennis player,0.0631253719329834,9.27938723564148,0.8081836104393005,0.8,0.8,"Gabriela Sabatini and Patrick McEnroe, are professionals of which sports occupation?",1
7," Josh Gordon and Will Speck directed the 2016 American Christmas comedy film ""Office Christmas Party"".",Josh Gordon and Will Speck,0.0811092853546142,11.41198468208313,0.500749945640564,0.5,0.5,"Who directed the  2016 American Christmas comedy that casts include an  American comedian and actress who also starred as Dr. Jillian Holtzmann in the 2016 ""Ghostbusters"" reboot?",1
8," Columbia, Missouri.","Columbia, Missouri, U.S.",0.0505857467651367,9.323550462722778,0.9337060451507568,0.6666666666666666,0.6666666666666666,"In what city is the university, for which Kim English played college basketball, located?",1
9, Benghazi,Benghazi,0.0627570152282714,8.914324045181274,1.0,1.0,1.0,The attack on what city in Libya by members of the Islamic group Ansar al-Sharia led to the formation of a committee with Trey Gowdy as it's chairman?,1
10, He played the role of Jimi Hendrix.,Jimi Hendrix,0.0980651378631591,10.121269702911375,0.7823783159255981,0.4444444444444445,0.4444444444444445,"What role did this American singer, producer and actor, who sang in the album ""Idlewild,"" play in ""All Is by My Side?""",1
11, Edward I of England,Edward I,0.2289464473724365,9.809365272521973,0.8830628991127014,0.6666666666666666,0.6666666666666666,"William Devereux, Baron Devereux of Lyonshall held Lyonshall Castle controlling a strategically vital approach to the border of Wales in the time of?",1
12, New York,New York City,0.1592302322387695,9.074447393417358,0.9480048418045044,0.8,0.8,Q: Staten Island and 125 Greenwich Street are both places in which City? A: New York City,1
13, South Asia.,South Asia,0.0535604953765869,9.190351724624634,0.9646520614624025,1.0,1.0,"Acrocercops allactopa is a moth of the Gracillariidae family, known from Karnataka, India, officially the Republic of India, a country in which region?",1
14, DC Universe Animated Original Movies.,DC Universe Animated Original Movies,0.0769729614257812,9.596317768096924,0.9762563705444336,1.0,1.0,What direct-to-films series features Batman: The Killing Joke?,1
15," Yes, both are from the United Kingdom.",no,0.1063361167907714,9.96353816986084,0.2228451371192932,0.0,0.0,Are Chris Marker and Yvonne Rainer American?,0
