idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0," May 9, 2017.","May 9, 2017",0.0489170551300048,8.614984512329102,0.9776076674461364,1.0,1.0,"Andrew George McCabe is an American attorney, who is the Deputy Director of the Federal Bureau of Investigation, McCabe became Acting Director of the FBI after James Comey was dismissed, James Brien Comey Jr. (born December 14, 1960) is an American lawyer who served as the seventh Director of the FBI from September 4, 2013, until which date?",1
1, Yes.,no,0.0615756511688232,7.835566997528076,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?,0
2," Tim DuBois suggested that the duo form who recorded ""Hard Workin' Man"".",Tim DuBois,0.0497066974639892,9.78499150276184,0.576686680316925,0.2857142857142857,0.2857142857142857,"Who suggested that the duo form who recorded ""Hard Workin' Man""?",1
3, 2017,2017,0.0519301891326904,7.983769178390503,1.0000001192092896,1.0,1.0,"Jo In-sung, is a South Korean actor, he was in the film The King, released in which year, a South Korean political crime thriller film starring Jo In-sung and Jung Woo-sung?",1
4," Morrisville, North Carolina.","Beijing, China and Morrisville, North Carolina",0.0536105632781982,8.341328382492065,0.5704290866851807,0.6666666666666666,0.6666666666666666,"Where is the headquarters of the company that unveiled a 2-in-1 convertible tablet at the 2013 IFA in Berlin, Germany?",0
5, Mountains,mountain,0.0489783287048339,7.720552682876587,0.8778848648071289,1.0,1.0,Baintha Brakk and K2 are both names of what?,1
6, County-level cities in China.,a county-level city,0.0489583015441894,8.333621740341187,0.6496922373771667,0.6666666666666665,0.6666666666666665," BOTH Tumen, Jilin and Leiyang are what? ",1
7, Bruce Spizer,"David ""Bruce"" Spizer",0.0478897094726562,7.9841766357421875,0.9033592939376832,0.8,0.8,Which Tax Attorney is recognized as an expert of an English rock band who's members include Paul McCartney and Ringo Starr?,1
8, Banjul,Bathurst,0.0566606521606445,7.940907716751099,0.1794449687004089,0.0,0.0,What is the former name of Jatto Ceesay's birth place?,0
9, Bergen.,Kirkenes,0.0478832721710205,7.872034549713135,0.3863582611083984,0.0,0.0,What town in Sør-Varanger Municipality in Finnmark county was Hurtigruten founded to operate voyages to in 1893? ,0
10, Panem,Panem in North America,0.0476589202880859,7.85522985458374,0.7544553875923157,0.4,0.4,Where does the novel Mockinjay by Suzanne Collins take place?,1
11, Mexico City,Mexico City,0.0570802688598632,7.862902641296387,1.0,1.0,1.0,Where is the company that owns Claro Colombia headquartered?,1
12," September 25, 2005","September 25, 2005",0.0539498329162597,8.503791570663452,1.0000001192092896,1.0,1.0,"When was the Polish politician and former Vice-Minister of Foreign Affairs of Poland, who was a Doctor of Law, and who candidated from a right-wing populist, national-conservative, and Christian democratic political party in Poland, elected to the Sejm?",1
13," March 18, 2017","March 18, 2017",0.0700671672821044,8.477234601974487,1.0,1.0,1.0,"On what date was the playlist that ""Madiba Riddim"" was on released?",1
14, David Archer,David Archer,0.0701997280120849,7.866779565811157,0.9999998807907104,1.0,1.0,"The husband of Judy Bentinck plays what role on the series ""The Archers""?",1
15, Yes.,yes,0.0481133460998535,7.867295265197754,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
