idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, Texas Lottery.,Texas Lottery,0.0005028247833251,0.5500638484954834,0.893328070640564,1.0,1.0,What government operated lottery headquartered in Austin originated the concept for All or Nothing?,1
1, Sia Kangri,Sia Kangri,0.0005102157592773,0.6213631629943848,1.0,1.0,1.0,"Which mountain has a summit as a tripoint of a territory controlled by India, China, and Pakistan: Sia Kangri or Gasherbrum III?",1
2," Tony Martin, Bing Crosby, Ralph Flanagan, Victor Young, and Louis Armstrong also sang the popular song ""La Vie en rose"".",Tony Martin,0.0005133152008056,3.328997611999512,0.2836073338985443,0.1818181818181818,0.1818181818181818,"Who is one actor from Winner Takes Al and was born December 25,1913",0
3," Both Thevetia and Nomocharis are flowering plants, and they are both native to mountainous regions.",flowers,0.0005099773406982,2.857268810272217,0.3983215689659118,0.125,0.125,how is Solenostemon and Pseudocydonia connected?,0
4, Los Angeles.,Los Angeles,0.0005049705505371,0.5255041122436523,0.9625944495201112,1.0,1.0, The 12th Annual Honda Civic Tour was a concert tour headlined by an American pop rock band that originated in what city?,1
5," October 28, 1984","born April 3, 1977",0.0004909038543701,0.963998556137085,0.4621382355690002,0.0,0.0,When was the brother of Yoan Pablo Hernández born?,0
6, Yakima Air Terminal is farther west.,Yakima Air Terminal,0.0005135536193847,1.0826919078826904,0.8225817680358887,0.6666666666666666,0.6666666666666666,"Which is farther west, Yakima Air Terminal or Syracuse Hancock International Airport?",1
7, Lunar Module Pilot,Lunar Module Pilot,0.0005013942718505,0.498713731765747,1.0,1.0,1.0,"What was the job title of this American engineer and former astronaut aboard Apollo 11, who inspired the musical Moon Landing?",1
8, Mike,Charles,0.0005257129669189,0.2562203407287597,0.4693569242954254,0.0,0.0,"What is the middle name of the Broken Bow Records country music artist who released Where It's At on September 9, 2014?",0
9, Presbyterian,Presbyterian Church,0.0005106925964355,0.2557823657989502,0.9246283769607544,0.6666666666666666,0.6666666666666666,In 1924 Tom McCann served as head football coach at a college affiliated with what church?,1
10, Danica McKellar,Danica McKellar,0.0005190372467041,0.6103763580322266,0.9999999403953552,1.0,1.0,"Miss Martian, is a fictional superheroine appearing in American comic books published by DC Comics, the character's first appearance outside of comics was in the animated series Young Justice, where she is voiced by which American actress, mathematics writer, and education advocate, and played Kevin Arnold's on-off girlfriend Winnie Cooper in the television series ""The Wonder Years""?",1
11, Colombo.,"Colombo, Sri Lanka",0.0005173683166503,0.4914267063140869,0.8519836664199829,0.5,0.5,In what city did Mayumi Raheem win 3 gold medals?,1
12, Jeffrey Dahmer.,Jeffrey Dahmer,0.0005190372467041,0.6189126968383789,0.9846035242080688,1.0,1.0,"Who is the ""My Friend Dahmer"" 2017 American biographical drama film, also known as the Milwaukee Cannibal, based on?",1
13, Liza Minnelli and Chita Rivera.,Liza Minnelli and Chita Rivera,0.0005135536193847,1.3254268169403076,0.9746464490890504,1.0,1.0,The music and lyrics for Scottsboro Boys was by a team who frequently wrote for performers such as who?,1
14, Ketu North District.,Dzodze,0.000500202178955,0.7277815341949463,0.1531040072441101,0.0,0.0,What is the capital of the district that is north of Ketu South Municipal District?,0
15," Flathead County, Montana, and northwestern Montana.",Flathead National Forest,0.0005085468292236,1.451179027557373,0.5132570862770081,0.2222222222222222,0.2222222222222222,"Whitefish, is a city in Flathead County, Montana, it is home to a ski resort on Big Mountain called Whitefish Mountain Resort, a ski resort located at The Big Mountain in northwestern Montana, located west of Glacier National Park, in which locations?",0
