idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,Sponges typically feed by drawing in water through pores.,drawing in water through pores,0.307225227355957,3.921452522277832,0.5807777643203735,0.7142857142857143,0.7142857142857143,How do sponges typically feed?,1
1,1773,1773,0.3329267501831054,2.422539234161377,1.0000001192092896,1.0,1.0,When did Isaac Backus write against a state sanctioned religion?,1
2,"The Act of ""Nihil novi nisi commune consensu"" granted the nobility the right to elect many officials, including judges, voivods, and castellans, and forbade the king to pass any new law without the consent of the representatives of the nobility, in Sejm and Senat assembled, transferring legislative power from the king to the Sejm.",forbade the king to pass any new law without the consent of the representatives of the nobility,0.3681473731994629,8.10721468925476,0.5442734360694885,0.4788732394366197,0.4788732394366197,"What did The Act of ""Nihil novi nisi commune consensu"" Do",1
3,J. Brent Walker,J. Brent Walker,0.2423179149627685,2.4865262508392334,1.0,1.0,1.0,Who is the Executive Director of the Baptist Joint Committee?,1
4,"March 24 to August 8, 2008.",April 28.,0.3973367214202881,3.1663625240325928,0.6952589750289917,0.0,0.0,What date did the torch relay event take place?,0
5,The Silk Road.,Silk Road,0.3463687896728515,2.805011749267578,0.9549000263214112,0.8,0.8,Which network was used to exchange goods with Rome?,1
6,"Olympia, Greece.","Olympia, Greece",0.2845640182495117,2.5856499671936035,0.9843223690986632,1.0,1.0,Where was the Olympic torch lit?,1
7,Museum of Contemporary Art Detroit.,Museum of Contemporary Art Detroit,0.2882630825042724,2.951099872589112,0.989595115184784,1.0,1.0,What does MOCAD stand for?,1
8,The separation of church and state.,constitutional limitation on religious establishment,0.2675349712371826,2.721235990524292,0.6398825645446777,0.0,0.0,What do scholars also disagree with about the way the Supreme Court has interpreted what?,1
9,The two adjectives that best describe the szlachta are: noble and privileged.,"formalized, hereditary",0.3140182495117187,3.586463212966919,0.2458017170429229,0.0,0.0,What are two adjectives that best describe the szlachta?,0
10,Co-proprietors of Piast realms.,co-proprietors of Piast realms,0.370962381362915,2.9245095252990723,0.976728081703186,1.0,1.0,What did some Mozni regard themselves with?,1
11,a religious dimension.,a religious dimension,0.3183789253234863,2.4971413612365723,0.9742680191993712,1.0,1.0,What has the separation of church and state failed to deny the political realm of?,1
12,Night blooming cereus.,cereus,0.2911310195922851,2.2414820194244385,0.7025151252746582,0.5,0.5,What is the name of the night blooming flower on St. Barts?,1
13,Belle Isle Park,Belle Isle Park,0.3457517623901367,2.9018096923828125,1.0,1.0,1.0,What is the large island park in Detroit?,1
14,The Paralympic Games.,Paralympic Games,0.3250813484191894,2.693055391311645,0.967146098613739,0.8,0.8,For what events was the torch relay decided to not be held?,1
15,Crime rate and improving city services.,high crime rate,0.3236165046691894,3.0114591121673584,0.7341787219047546,0.4444444444444444,0.4444444444444444,What was Mayor Young criticized for not reducing?,0
16,The establishment clause.,"""establishment clause""",0.3626735210418701,2.4893364906311035,0.9246662855148317,0.8,0.8,What is the first part of the First Amendment know as?,1
17,An established church.,churches,0.3015675544738769,2.5036540031433105,0.7122070789337158,0.5,0.5,What did the Plymouth Colony and Massachusetts Bay Colony both establish?,1
18,"""High (river)bank""","""high (river)bank""",0.3919677734375,2.69718861579895,1.0000001192092896,1.0,1.0,What did Hanover possibly originally mean?,1
19,Roger Williams was a Baptist theologian and the founder of the colony of Rhode Island.,Baptist theologian,0.367929458618164,2.9795918464660645,0.3785722255706787,0.2352941176470588,0.2352941176470588,Who was Roger Williams?,1
20,I couldn't find any information about a newspaper being founded in 1935 in the given context.,Michigan Chronicle,0.4475631713867187,3.7380459308624254,0.2877340912818908,0.0,0.0,What newspaper was founded in 1935?,0
21,Hannover 96,Hannover 96,0.3182966709136963,2.169573307037353,1.0,1.0,1.0,"Who does the nicname ""Die Roten"" belong to?",1
22,Pervasive secularism.,pervasive,0.3163342475891113,2.627840042114258,0.5746066570281982,0.6666666666666666,0.6666666666666666,What type of secularism came to dominate American public life?,1
23,Mieszko I of Poland,Ducal Prussia,0.2889981269836426,2.737562656402588,0.47378671169281,0.0,0.0,What is one leader from the polish-lithuanian common weaith. ,0
24,"A.D., 1138 – A.D., 1314","A.D., 1138 – A.D., 1314",0.263671875,3.2807743549346924,0.9999999403953552,1.0,1.0,WHen was the period of Division?,1
25,The Eiffel Tower in Paris.,Paris,0.2396163940429687,2.9114232063293457,0.680320143699646,0.3333333333333333,0.3333333333333333,What was the largest European city in 1667?,0
26,I'm not able to locate any information about Jens Galschiøt leading a group.,The Color Orange,0.2919979095458984,3.1212215423583984,-0.0115279555320739,0.0,0.0,What group did Jens Galschiøt lead?,0
27,Glacial and lake clay.,clay,0.3121631145477295,2.9536311626434326,0.5645800828933716,0.4,0.4,What material is the Detroit Moraine composed of?,1
28,2 teams of 40 attendants each.,Two,1.049597978591919,3.22237491607666,0.2227371335029602,0.0,0.0,How many methods comprise standard approaches used to classify bacteria and diagnose disease?,0
29,"Sherman believed the establishment clause was unnecessary because the original Constitution only gave Congress stated powers, which did not include establishing a national religion.",Constitution only gave Congress stated powers,0.2891509532928467,3.983187198638916,0.4867410361766815,0.4,0.4,Why did Sherman believe the establishment clause was unnecessary? ,1
30,Three,three,0.2765274047851562,2.73659086227417,1.0,1.0,1.0,"Before Hindus are cremated, how many times are their bodies placed in the Bagmati?",1
31,400,400,0.3932654857635498,2.3171842098236084,1.0,1.0,1.0,How many members of the National Assembly were from Egypt?,1
32,Konnie Huq,Sulaf Fawakherji,0.27120041847229,2.471804141998291,0.4097205996513366,0.0,0.0,Which actress carried the torch for part of the route?,0
33,"A Polish nobleman was referred to as a ""rycerz"" before the 15th century.",rycerz,0.2822005748748779,4.208534717559815,0.4853900671005249,0.1428571428571428,0.1428571428571428,WHat was a polish nobleman referred to as before the 15th century?,1
34,The torch was loaded onto a bus.,by bus,0.43587327003479,2.741878032684326,0.4644543528556824,0.2222222222222222,0.2222222222222222,"Rather than being carried by an athlete, how did the torch end its route in Paris?",1
35,The historic Library Pavillon.,Library Pavillon,0.263124942779541,2.4863131046295166,0.8927910327911377,0.6666666666666666,0.6666666666666666,What historic landmark is near the entrance to the Berggarten?,1
36,The state was allowed to continue to fund transportation of students to private religious schools.,transportation of students to religious schools,0.3109869956970215,3.2993195056915283,0.7670392990112305,0.5714285714285715,0.5714285714285715,What was the state allowed to continue to fund?,1
37,The highest members of the Lithuanian nobility were first involved in the polonization process.,the highest members of the nobility,0.3090240955352783,3.7127296924591056,0.5464496612548828,0.6,0.6,WHo was first invloved in the polonization?,1
38,democracy,democracy.,0.3743925094604492,2.613189697265625,0.9092913866043092,1.0,1.0,"Some people waved plastic inflated flames, saying they symbolize what?",1
39,Global torch relays.,global relays,0.7321257591247559,2.5410876274108887,0.8098901510238647,0.8,0.8,What was halted with the torch relay for future Olympics?,1
40,1988.,1988 Summer Olympics,0.3147091865539551,2.6106503009796143,0.6508016586303711,0.5,0.5,Which Olympics did Seoul host?,0
41,Censorship and urging people to express their patriotism calmly and rationally.,censorship,0.3118140697479248,3.606125831604004,0.6530765295028687,0.1666666666666666,0.1666666666666666,"Napoleon employed what practice in controlling aspects of the media, books, and the arts?",1
42,Mia Farrow.,Mia Farrow,0.4274561405181885,2.80558180809021,0.9854749441146852,1.0,1.0,Which actress from America was initially held and then gave a speech about China and Sudan?,1
43,The religious clauses in the state constitutions.,religious clauses in the state constitutions,0.2837634086608886,2.8368256092071533,0.9779637455940248,0.923076923076923,0.923076923076923,What was Tucker concerned the establishment clause could preempt?,1
