idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, Steel and concrete.,brick,0.0005407333374023,1.5830073356628418,0.483687162399292,0.0,0.0,What building material were tomb chambers constructed with?,0
1, Morphine injection.,morphine,0.0005521774291992,1.1160917282104492,0.8729566931724548,0.6666666666666666,0.6666666666666666,Which type of injection has caused patients to report they have pain but aren't bothered by it?,1
2," June 21, 1940.",21 June,0.000525951385498,2.0323519706726074,0.5466349720954895,0.8,0.4,When did the Estonian Independent Signal Battalion face off against the Soviets?,1
3, The Soviet Union.,Soviet Union,0.0005075931549072,1.14062237739563,0.9204875230789183,0.8,0.8,What nation was considered the leader in the nuclear arms race?,1
4," Social, economic, and cultural conditions.","social, economic and cultural",0.0004963874816894,2.033188343048096,0.8241304159164429,0.888888888888889,0.888888888888889,"According to the Declaration of Delhi, what type of conditions are needed for human dignity?",1
5, Addiction.,potentially addicting drugs,0.000497817993164,0.6990690231323242,0.7049434185028076,0.5,0.5,What do many people fear pain treatment will lead to?,1
6," South Korea, Singapore, Japan, Taiwan, and Hong Kong.","South Korea, Singapore, Japan, Taiwan and Hong Kong",0.0005004405975341,3.135894536972046,0.969277024269104,1.0,1.0,Which Asian countries strictly follow laws?,1
7, A Maavanem is the county governor in Estonia.,county governor,0.0004959106445312,2.694483518600464,0.4086467623710632,0.4,0.4,A Maavanem holds what position in Estonia?,1
8, The Estonian SSR.,the Estonian SSR,0.0004961490631103,1.362816333770752,0.9876571297645568,1.0,1.0,What institution did Western countries refuse to recognize?,1
9, 1.562 billion kilowatt hours.,1.562 billion kilowatt hours,0.0004942417144775,2.471018075942993,0.9837513566017152,1.0,1.0,How much electricity is exported by Estonia annually?,1
10, The Super Nintendo Entertainment System (SNES).,Super Nintendo Entertainment System,0.0004920959472656,2.255324125289917,0.7906938195228577,0.8,0.8,What succeeded the Famicom?,1
11, YYT,YYT,0.0004947185516357,0.7018074989318848,1.0000001192092896,1.0,1.0,What is the airport code for St. John's International Airport?,1
12," The UK, Italy, and Australia share the PAL A region.","UK, Italy and Australia",0.0004923343658447,3.1547722816467285,0.6666010022163391,0.5714285714285715,0.5714285714285715,Which three countries share the PAL A region?,1
13, The 1990s.,1990s,0.0004949569702148,1.596147537231445,0.9253845810890198,0.6666666666666666,0.6666666666666666,When did NYC begin splitting up the large Bronx high schools?,1
14, 2006,2006,0.0004975795745849,0.9292659759521484,1.0000001192092896,1.0,1.0,When did the Kathmandu valley monuments receive WHS status?,1
15, Indian reservations.,Indian reservations,0.0005009174346923,0.9282834529876708,0.9519280195236206,1.0,1.0,Where do a minority of US Native Americans live?,1
16, Greenman v. Yuba Power Products.,Greenman v. Yuba Power Products,0.0004949569702148,2.264787673950196,0.9580318331718444,1.0,1.0,What case was fundamental in the fight to change warranty laws?,1
17, 3.4%,(3.4%,0.0005023479461669,1.3729219436645508,0.8777468204498291,1.0,1.0,What percentage of the defence estate is taken up by airfields?,1
18, St. John's.,St. John's,0.0004985332489013,1.3708691596984863,0.98684561252594,1.0,1.0,Where does Rogers Cable has its provincial headquarters?,1
19, The Prime Minister of Estonia has the right to appoint other ministers.,The Prime Minister,0.0005123615264892,3.154558658599853,0.3726783990859985,0.4,0.4,Who has the ability to assign other ministers?,1
20, Licensed US NES cartridges.,licensed US cartridges,0.0004961490631103,1.3739218711853027,0.8379769921302795,0.8571428571428571,0.8571428571428571,"What was distinctly made by Nintendo, Konami, and Acclaim?",1
21," Estonia is located in the northern part of the temperate climate zone and in the transition zone between maritime and continental climate, situated in Northern Europe.",the Baltic region,0.0004990100860595,6.728132009506226,0.5850673913955688,0.0689655172413793,0.0689655172413793,Where is Estonia located in Northern Europe?,0
22, Nordic-Baltic Eight (NB-8),Nordic-Baltic Eight,0.0005083084106445,2.4938724040985107,0.903993844985962,0.7499999999999999,0.7499999999999999,What is the name of the joint group that Estonia shares with Denmark and 7 other countries?,1
23," The issues have to be nearly identical, with the same facts and law at issue, and the reasoning must be strongly persuasive.",nearly identical,0.0004985332489013,5.843889951705933,0.240492358803749,0.1666666666666666,0.1666666666666666,How close do the issues have to be in order for an English law to be used?,1
24," Each state in the United States possesses its own constitution, government, and laws, with the power to make laws covering anything not preempted by the federal Constitution, federal statutes, or international treaties.","state constitutions, state governments, and state courts",0.0005087852478027,8.959920406341553,0.6933042407035828,0.2564102564102564,0.2051282051282051,What does each state posess?,1
25, The Age of Awakening.,the Age of Awakening,0.000500202178955,1.3728959560394287,0.9799741506576538,1.0,1.0,The development of Estonian national identity was accompanied with what era?,1
26, General Sir Kevin O'Donoghue,General Sir Kevin O’Donoghue,0.0005011558532714,2.0420031547546387,0.9952805638313292,1.0,1.0,Who was the Chief of Defence Materiel in 2009?,1
27, The NES Max.,The NES Max,0.0005097389221191,1.1486363410949707,0.9834779500961304,1.0,1.0,Which controller had a non-adjustable Turbo feature?,1
