idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, Danny Thomas,Danny Thomas,0.0549499988555908,9.740874290466309,1.0,1.0,1.0,"Which american entertainer, known for his dedication to fundraising and charity, made his debut at the Copacabana?",1
1, 2011,2011,0.2082428932189941,9.928011417388916,1.0,1.0,1.0,"Ikemen desu ne, released in which year, is a Japanese television series, it is the Japanese remake of the Korean musical romantic comedy television drama ""You're Beautiful""?",1
2, Oregon.,Oregon,0.0517346858978271,9.782922267913818,0.963522970676422,1.0,1.0,Which state in the Pacific Northwest region on the West coast of the United states  has the Schinia vacciniae?,1
3, Elizabeth of York,Elizabeth of York,0.0533440113067626,9.901236772537231,1.000000238418579,1.0,1.0,Who was the mother of Margaret Tudor and daughter of Edward IV?,1
4, Marvel Comics universe.,Marvel Cinematic Universe,0.0476298332214355,10.036795377731323,0.8718788027763367,0.6666666666666666,0.6666666666666666,What comic universe is a frequent source of work for an American actor who starred in the film 88 Minutes?,1
5, They are both musicians.,singer,0.0560035705566406,10.146960258483888,0.4526169300079345,0.0,0.0,Which other occupation is the American actress who stars as a Jewish-American girl who befriends a German prisoner of war in a made-for-television war drama?,0
6," ""Opposites Attract""","""Opposites Attract""",0.0578234195709228,10.426937103271484,1.0000001192092896,1.0,1.0,The winner of the 1991 Kids' Choice Awards KCA Hall of Fame Special Gold Blimp also won a Grammy for what video?,1
7, Yes.,no,0.2261207103729248,9.75542140007019,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?,0
8, Hull Property Group owns the Hudson Valley Mall.,Moonbeam Capital Investments LLC,0.0477006435394287,10.714648962020874,0.2795802354812622,0.0,0.0,Who owns the mall where the Playhouse performs?,0
9, Rules of Engagement,Rules of Engagement,0.0571165084838867,9.902804613113403,1.0000001192092896,1.0,1.0,"The first season of which American television comedy series, premiered on CBS on February 5, 2007, originally airing as a mid-season replacement?",1
10," ""Don't You Know You're Beautiful""",Don't You Know You're Beautiful,0.0592248439788818,10.72123956680298,0.8095719218254089,1.0,1.0,"What was the first released single on the self-titled album released by an American country artist whose second single was co-written by Taylor Swift and released on December 1, 2008?",1
11, Inside-out flowers.,plants,0.2253422737121582,10.009064197540283,0.4634351134300232,0.0,0.0,What type of vegetation does Ceratostigma and Crocosmia have in common?,0
12, Shakira,Shakira,0.0547859668731689,9.74518084526062,1.0,1.0,1.0,Which singer that was born in Colombia in 1977 has Ric Fierabracci toured with?,1
13," No, Brides magazine was published monthly until 2013 when it switched to bimonthly.",yes,0.0469253063201904,12.344449281692505,0.1024703234434127,0.0,0.0,Can Fraxinus and Onoclea both be found in North America?,0
14, I don't have information about the 2000 population of the town where James M. Cook died.,"5,141",0.047917366027832,12.340389013290403,-0.0005053123459219,0.0,0.0,What was the 200 poopulation of the town where James M. Cook died?,0
15, Brandon Sanderson,Brandon Sanderson,0.2353992462158203,9.87891173362732,1.0000001192092896,1.0,1.0,"Scadrial is a fictional planet in the Mistborn series,  a series of epic fantasy novels written by what American author?",1
