idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, British,British,0.3091921806335449,22.28426432609558,1.0,1.0,1.0,Of which nationality is the co-designer of the Sea Truck?,1
1, 2012,2012,0.3512361049652099,22.55596113204956,1.0000001192092896,1.0,1.0,What year was the 95th Air Base Wing in southern California inactivated?,1
2, The Day After.,The Day After,0.0769424438476562,22.80133891105652,0.9401242733001708,1.0,1.0,"What 1982 film, aired in 1983, was the seventh highest rated non-sports show and featured Kansas state highway K-10?",1
3," Auf Wiedersehen, Pet.","Auf Wiedersehen, Pet",0.3587546348571777,23.504196405410767,0.9835354089736938,1.0,1.0,Gary Holton played the part of Wayne in what British comedy-drama television programme about seven British migrant construction workers?,1
4, TNT,TNT,0.3186104297637939,22.27245593070984,1.0,1.0,1.0,On which American cable channel aired the made-for-TV film wherein the character Squealer appears?,1
5, 2012.,2012,0.3597490787506103,22.8124361038208,0.9554669857025146,1.0,1.0,What year was the 95th Air Base Wing in southern California inactivated?,1
6, 1940,1992,0.3564460277557373,22.64690113067627,0.5371533632278442,0.0,0.0,The most recent person to win the Crystal Palace F.C. Player of the Year for the second time is a footballer who was born in what year?,0
7, $314.9 million,US$314.9 million,0.3381550312042236,23.06416964530945,0.9019603729248048,0.8571428571428571,0.8571428571428571,How much money did Jack Whittaker win when winning the Powerball?,1
8, Big Dan Mine,Big Dan Mine,0.3684813976287842,22.663419246673584,1.0,1.0,1.0,"Between Discovery Mine and Big Dan Mine, which mine was named after Dan O'Connor?",1
9, Mario,Mario,0.3297147750854492,22.25837635993957,1.0,1.0,1.0,"Which character from the game ""Somari"" is depicted as a short, pudgy, Italian plumber?",1
10," ""The People Who Live Anywhere""","""The People Who Live Anywhere""",0.3574581146240234,23.65459418296814,0.9999999403953552,1.0,1.0,The Iroquoian language spoken by the Cherokee people translates Nunnehi as what?,1
11, Swiss,Swiss,0.3379180431365967,22.13871383666992,1.0,1.0,1.0,What is the nationality of the painter that painted the Sorrow of Telemachus?,1
12," God Bless You, Mr. Rosewater","God Bless You, Mr. Rosewater",0.3554115295410156,23.762307167053223,1.0000001192092896,1.0,1.0,Aladdin is a musical with lyrics by an American lyricist whose first collaboration with Alan Menken was with what 1979 musical?,1
13, Sugar Ray had more hit singles after changing to a more mainstream pop music style.,Sugar Ray,0.3480055332183838,25.335999250411987,0.5514322519302368,0.2352941176470588,0.2352941176470588,"Which band was formed first, American Standards or Sugar Ray?",0
