idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,1923.,1923,0.0007872581481933,1.7478313446044922,0.9702735543251038,1.0,1.0,When did the first Yankee Stadium open?,1
1,Brierley Hill near Birmingham.,Brierley Hill,0.0008752346038818,0.4145705699920654,0.7880532741546631,0.6666666666666666,0.6666666666666666,In what settlement is the pub known as The Vine located?,1
2,Reception statutes are invalid when they are repugnant to domestic law or indigenous conditions.,repugnant to domestic law or indigenous conditions,0.0006818771362304,0.799919843673706,0.503777027130127,0.6666666666666666,0.6666666666666666,When are reception statutes invaild?,1
3,"In areas like antitrust, trademark, and employment law, federal and state laws coexist and interact with each other.",coexist with each other,0.0006401538848876,1.0722479820251465,0.3183495700359344,0.3636363636363636,0.3636363636363636,What happens when both the federal and state governments have regulations that overlap?,1
4,"46,000.","46,000",0.0006039142608642,0.3343946933746338,0.9719740152359008,1.0,1.0,How many production-level jobs were lost?,1
5,The Supreme Court.,the Supreme Court,0.0006289482116699,0.2941453456878662,0.9724016785621644,1.0,1.0,Any court that enforces an unconstitutional statute will be overturned by what court?,1
6,Tuva.,Tuva,0.0006170272827148,0.256181001663208,0.9671318531036376,1.0,1.0,"Which place in Russia could Feynman not visit, but wished to do so?",1
7,A slip law.,a slip law,0.0006055831909179,0.2968010902404785,0.9758548140525818,1.0,1.0,"After being given a law number, a new law is prepared for publication as what?",1
8,"33,000.","33,000",0.0006103515625,0.3351364135742187,0.9677641987800598,1.0,1.0,How many dock workers were the Thames River Police policing?,1
9,ITV.,ITV,0.0005977153778076,0.2169737815856933,0.980247437953949,1.0,1.0,What channel is home to the soap opera Emmerdale?,1
10,Cockles and mussels.,pickled cockles and mussels,0.0005984306335449,0.3740172386169433,0.8643952012062073,0.8571428571428571,0.8571428571428571,What seafood can often be purchased in jars at pubs?,0
11,"The Magdala in South Hill Park, Hampstead.",The Magdala,0.0006656646728515,0.6041746139526367,0.5799645185470581,0.4444444444444445,0.4444444444444445,Outside what pub was David Blakely shot?,1
12,"The ""jug and bottle"" counter.",off-sales counter,0.0006670951843261,0.4500303268432617,0.4013855755329132,0.25,0.25,What was the name of the counter where pubs traditionally sold alcohol to drink at home?,1
13,1868.,1868,0.0006446838378906,0.2953488826751709,0.9646062850952148,1.0,1.0,When was the passage of the 14th Amendment?,1
14,"No, according to the Catholic religion, Mary was saved from sin by the Holy Spirit, but a savior for the world was still needed, which is Jesus Christ.","Catholic Church has taught that even had man never sinned in the Garden of Eden and was sinless, he would still require God's grace to remain sinless.",0.0006144046783447,1.4550917148590088,0.5156872868537903,0.2142857142857142,0.1785714285714285,According to the teaching of the Catholic religion is a savior for the world needed ?,0
15,Chapter 11.,Chapter 11,0.000720739364624,0.293055772781372,0.9694137573242188,1.0,1.0,What type of bankruptcy did Caesars Entertainment file for?,1
16,The Wine and Beerhouse Act 1869.,Wine and Beerhouse Act 1869,0.0006844997406005,0.5263710021972656,0.9847084283828736,0.9090909090909092,0.9090909090909092,What law mandated a license from the local magistrate to sell beer?,1
17,"The ""Historic Atlantic City Convention Hall"".",Historic Atlantic City Convention Hall,0.0005433559417724,0.4858558177947998,0.9545490145683287,0.9090909090909092,0.9090909090909092,What was Boardwalk Hall formerly known as?,1
18,1742.,1742,0.0005922317504882,0.2936618328094482,0.9643746018409728,1.0,1.0,When was the Philadelphia Baptist Confession created?,1
19,A group of local Quakers in Atlantic City.,a group of local Quakers,0.0005552768707275,0.5242881774902344,0.898390531539917,0.7692307692307693,0.7692307692307693,Who did Ruth Hoskins teach the game of Monopoly to?,1
20,Radios.,radios,0.0005722045898437,0.2562706470489502,0.9513099193572998,1.0,1.0,What electronic instrument did Feynman repair as a child?,1
21,The 18th century.,the 1960s and 1970s,0.0005669593811035,0.3693711757659912,0.3674490749835968,0.2857142857142857,0.2857142857142857,When did Armenian pop music become popular?,0
