idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, Switzerland,Europe,0.0008554458618164,1.0030348300933838,0.666749119758606,0.0,0.0,"Hello Goodbye is an indie-rock band, and is from Scandinavia, a historical and cultural region in which Northern continent, characterized by a common ethnocultural North Germanic heritage and mutually intelligible North Germanic languages?",0
1, 1988,1988,0.000920295715332,1.710209846496582,1.0,1.0,1.0,"Alfrederick ""Al"" Joyner, is an American former athlete and now coach,he was also the husband of Olympic gold medalist, and record holder Florence Griffith Joyner, also known as Flo-Jo, was an American track and field athlete, she's considered the fastest woman of all time, based on the fact that the world records she set, in what year?",1
2, Yes,no,0.0008654594421386,0.8879702091217041,0.7334951162338257,0.0,0.0,Are Chris Marker and Yvonne Rainer American?,0
3, Propane,Metaproscaline,0.0008642673492431,1.2961199283599854,0.0003189370036125,0.0,0.0,"Which is composed of more atoms, Metaproscaline or Propane?",0
4," Ernst II, Duke of Saxe-Coburg and Gotha",Ernst II of Saxe-Coburg-Gotha,0.0008866786956787,5.828083276748657,0.9362819790840148,0.8571428571428571,0.8571428571428571,"Which German Prince, born in 1818, composed Diana von Sloange?",1
5, United States,United States,0.0008676052093505,1.3160359859466553,1.0000001192092896,1.0,1.0,Where is the owner of Next big sound provides analytics for online music available?,1
6," William Garwood, Jr.","William Davis Garwood, Jr.",0.0008625984191894,2.9511423110961914,0.910407543182373,0.8571428571428571,0.8571428571428571," Which film director, Peter Weir or William Garwood, Jr., was a director of the early silent film era in the 1910s?",1
7, Indian Territory,Indian Territory,0.0008735656738281,1.2985734939575195,1.0,1.0,1.0,Where were the Leading chief of the Seminoles removed to in the 1830s?,1
8, Native Americans,Indigenous peoples of Arizona,0.0008652210235595,1.3093483448028564,0.6206145882606506,0.0,0.0,"This group of people, which have inhabited the state of Arizona for thousands of years, are also served as influences from popular music styles throughout the rest of the United States?",1
9, Tim Howard,Colorado Rapids,0.0008995532989501,1.298485517501831,0.1268098950386047,0.0,0.0,The Everton goalkeeper for the 2009 MLS All-Star game now captains which MLS club?,0
10, Danny Welbeck,Daniel Nii Tackie Mensah Welbeck,0.0008668899536132,1.7914047241210938,0.5854123830795288,0.2857142857142857,0.2857142857142857,"The 2011 Major League Soccer All-Star Game, held on July 27, 2011, was the 16th annual Major League Soccer All-Star Game, a soccer match involving all-stars from Major League Soccer, Manchester United won the game 4–0 with goals, including which English professional footballer who plays for Premier League club Arsenal and the England national team?",1
11, Woden,the God Tew,0.000887393951416,1.2952418327331543,0.2865995168685913,0.0,0.0,It is likely that in Anglo-Saxon England that the residents of Welwyn Garden City worshiped which diety?,0
12," March 12, 2013","October 22, 2012",0.0008702278137207,3.352774143218994,0.7825381755828857,0.0,0.0,What date was the Album that Nathan Chapman produced released on?,0
13, 1866,1866,0.0008668899536132,1.7098605632781982,1.0000001192092896,1.0,1.0,Sir Edward Waterfield Hayward owned and managed a department store chain that was established in which year?,1
14," Goodlettsville, Tennessee","Goodlettsville, Tennessee",0.0008628368377685,2.941404342651367,1.0,1.0,1.0,"In which town is the American variety store chain founded by Hurley Calister ""Cal"" Turner headquartered?",1
15, Yes,yes,0.0008871555328369,0.8833656311035156,1.0000001192092896,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
16, 1997,1984,0.0008959770202636,1.7205908298492432,0.515231728553772,0.0,0.0,Mr. Peregrine Percival is a fictional character in a children's tv series that was first broadcast in Great Britian in what year?,0
17, The Scopes Trial,The State of Tennessee v. John Thomas Scopes,0.0008668899536132,2.12001633644104,0.4763533473014831,0.3636363636363636,0.3636363636363636,"What is the formal name of the trail the book ""Monkey Town"" is based on?",1
18, The Kuril Islands.,Kuril Islands,0.0008668899536132,2.5357723236083984,0.9655762910842896,0.8,0.8,What  volcanic archipelago does the Prochoreutis solaris come from?,1
