idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,Deranged.,Deranged,0.3625590801239013,3.627126455307007,0.97088623046875,1.0,1.0,"Park Jung-woo, is a South Korean film director and screenwriter, his third feature is which 2012 South Korean science fiction thriller film starring Kim Myung-min, Kim Dong-wan, Moon Jung-hee and Lee Ha-nui?",1
1,Golden Smog,Golden Smog,0.4057888984680176,2.1610822677612305,1.0000001192092896,1.0,1.0,What band released an album in which its title is is related to a band in which Jeff Tweedy is the lead singer?,1
2,Musician and singer.,singer and musician,0.6275105476379395,2.49463152885437,0.9572100639343262,1.0,0.3333333333333333,"Brian May and Adam Ant, have which mutual occupations?",1
3,Phineas and Ferb.,Phineas and Ferb,0.2772998809814453,2.7861931324005127,0.9868465662002563,1.0,1.0,"Beauty Is Chaos is an EP by American singer–songwriter and actress Olivia Rose Olson, an American actress and singer-songwriter, mostly known for her voice roles as Vanessa Doofenshmirtz, in which animated program?",1
4,Timati.,Timati,0.3344662189483642,2.192126035690308,0.981253147125244,1.0,1.0,"Moscow to California is a single by DJ M.E.G., featuring Sergey Lazarev and which Russian artist of Jewish and Tatar descent, singer-songwriter, record producer, actor, marketer and entrepreneur?",1
5,The Texas Revolution.,Texas Revolution,0.2447407245635986,2.470553398132324,0.9629662036895752,0.8,0.8,Acadia Plantation was the plantation of an American pioneer who had a prominent role in which Revolution ?,1
6,tennis players.,tennis player,0.2977821826934814,2.239396572113037,0.8136779069900513,1.0,1.0,"Gabriela Sabatini and Patrick McEnroe, are professionals of which sports occupation?",1
7,"Jonathan Levine directed the 2015 American Christmas comedy film ""The Night Before"".",Josh Gordon and Will Speck,0.2500176429748535,3.246357679367065,0.1243707835674285,0.0,0.0,"Who directed the  2016 American Christmas comedy that casts include an  American comedian and actress who also starred as Dr. Jillian Holtzmann in the 2016 ""Ghostbusters"" reboot?",0
8,"Columbia, Missouri.","Columbia, Missouri, U.S.",0.8644347190856934,2.707097053527832,0.9337060451507568,0.6666666666666666,0.6666666666666666,"In what city is the university, for which Kim English played college basketball, located?",1
9,Benghazi.,Benghazi,0.2621228694915771,2.355567455291748,0.9670184850692748,1.0,1.0,The attack on what city in Libya by members of the Islamic group Ansar al-Sharia led to the formation of a committee with Trey Gowdy as it's chairman?,1
10,Jimi Hendrix.,Jimi Hendrix,0.294687271118164,2.216885805130005,0.9671790599822998,1.0,1.0,"What role did this American singer, producer and actor, who sang in the album ""Idlewild,"" play in ""All Is by My Side?""",0
11,"Edward I of England, also known as ""Malleus Scotorum"" (Hammer of the Scots).",Edward I,0.2614448070526123,3.7029776573181152,0.5788148641586304,0.2666666666666667,0.2666666666666667,"William Devereux, Baron Devereux of Lyonshall held Lyonshall Castle controlling a strategically vital approach to the border of Wales in the time of?",1
12,The New York Times.,New York City,0.4455900192260742,2.4235897064208984,0.4602689743041992,0.5714285714285715,0.5714285714285715,Q: Staten Island and 125 Greenwich Street are both places in which City? A: New York City,0
13,South Asia.,South Asia,0.3315820693969726,2.584766864776612,0.9646520614624025,1.0,1.0,"Acrocercops allactopa is a moth of the Gracillariidae family, known from Karnataka, India, officially the Republic of India, a country in which region?",1
14,DC Universe Animated Original Movies.,DC Universe Animated Original Movies,0.4246878623962402,2.776795148849488,0.9762563705444336,1.0,1.0,What direct-to-films series features Batman: The Killing Joke?,1
15,"Yes, both are from the United Kingdom.",no,0.5760490894317627,2.638395309448242,0.2228451371192932,0.0,0.0,Are Chris Marker and Yvonne Rainer American?,0
