idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, Jennette McCurdy,Eric Lange,0.0004777908325195,1.0362370014190674,0.2188951522111892,0.0,0.0,What actor was teacher in a Nickelodeon sitcom about two girls who become roommates and start a babysitting service?,0
1, Pink,Pink,0.0005214214324951,0.2756178379058838,1.0,1.0,1.0,"Which singer of ""So What"" married Carey Hart in 2006?",1
2, Disney Television Animation,Disney Television Animation,0.0004935264587402,0.5312871932983398,1.0,1.0,1.0,What company produced the series in which Daniel Ross plays Donald Duck?,1
3, The River Irwell.,River Irwell,0.0004973411560058,0.779578685760498,0.9548237323760986,0.8,0.8,What river is Simister near?,1
4," Mick Jagger was part of the Rolling Stones, while Geoff Rickly was part of Thursday, United Nations, and No Devotion.",Rickly is also a member of hardcore punk band United Nations,0.0005147457122802,3.559593439102173,0.5443572402000427,0.2580645161290322,0.2580645161290322,"Who was apart of more bands, Mick Jagger or Geoff Rickly?",0
5, Head N.V.,sports equipment manufacturer,0.0005123615264892,0.6582052707672119,0.1479635834693908,0.0,0.0,"What is the Dutch company who specializes in sports, clothing, and is known for developing the Shock Stop system classified as?",0
6, 19 July 2009,19 July 2009,0.0004894733428955,0.9310564994812012,1.0000001192092896,1.0,1.0,When did Herny Surtees pass away?,1
7, Zoë Foster Blake,Zoë Foster Blake,0.000507116317749,0.6571972370147705,1.0000001192092896,1.0,1.0,Which Australian author and columnist is the author of the book on which Australian television series The Wrong Girlis based?,1
8, Kentucky.,Kentucky,0.0005114078521728,0.4318780899047851,0.9605529308319092,1.0,1.0,"William R. Vance, was the seventh mayor of Louisville, Kentucky from 1847 to 1850, during his administration, he conveyed the tract of land that became Cave Hill Cemetery, a Victorian era National Cemetery and arboretum located at 701 Baxter Avenue, Louisville, in which U.S. state?",1
9, Phillip Noyce,Phillip Noyce,0.0005099773406982,0.6602981090545654,1.0,1.0,1.0,Who was the director of the 2014 US social science fiction film in which Cameron Monaghan played the role of Asher?,1
10," ""Piano Man""",Piano Man,0.0005037784576416,0.7776381969451904,0.9471051692962646,1.0,1.0,"Which single by Billy Joel was released first, The Entertainer or Piano Man?",1
11, Kickboxing.,kickboxer,0.0004928112030029,0.5282542705535889,0.7709454298019409,1.0,1.0,"Babylon A.D. is a 2008 English-language science fiction action film, based on the novel ""Babylon Babies"" by Maurice Georges Dantec, it stars Jérôme Philippe ""Geronimo"" Le Banner, a French former what, and K-1 fighter, famous for his aggressive fighting style and knockout power?",1
12, Pacific Ocean,northeastern Pacific Ocean,0.0004997253417968,0.3989009857177734,0.7934956550598145,0.8,0.8,Templar Channel which is of the west coast of Vancouver Island is near to which Ocean,1
13, Yes.,yes,0.0005037784576416,0.4078807830810547,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
14, Elektra,From the House of the Dead,0.0005021095275878,0.5247249603271484,0.1439169943332672,0.0,0.0,"Which has more acts, Elektra or From the House of the Dead?",0
15, 1970,1970,0.0004904270172119,0.5252687931060791,1.0,1.0,1.0, Ronald de Boer is the older twin brother of this Dutch former footballer born in what year?,1
