idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, England.,England,0.0555672645568847,9.775392770767212,0.9507434368133544,1.0,1.0,"What country Clock Tower, St Albans and Eleanor cross have in common?",1
1, Andrew Hozier-Byrne,Andrew Hozier-Byrne,0.2156264781951904,10.433769702911375,1.0,1.0,1.0,"Who released his debut EP, featuring the hit single ""Take Me to Church"", A Rocket to the Moon or Andrew Hozier-Byrne?",1
2, 1937,1937,0.0516726970672607,9.9137921333313,1.0,1.0,1.0,Tom Powers appeared as Brutus in an adaptation of a William Shakespeare play that was first produced in what year?,1
3, Armchair General,Armchair General,0.0991334915161132,9.909390449523926,1.0,1.0,1.0,"Which magazine, Nintendo Power or Armchair General, was produced by Weider History Group?",1
4, Yes.,a five-piece Alt-Country band,0.054563283920288,9.750211000442505,0.0969305485486984,0.0,0.0,Are the Dead Winter Carpenters and Infamous Stringdusters both bands?,0
5, Jason Robards,Jason Robards,0.2299213409423828,9.89177417755127,1.0,1.0,1.0,Jocelyn Moorhouse directed the 1997 drama film starring which actor?,1
6, Mary Todd Lincoln,Abraham Lincoln,0.0467221736907959,9.87625241279602,0.6247784495353699,0.4,0.4,The brother of T.A.D Fessenden was secretary of the treasury under wich president?,0
7, Honshu.,Kyushu,0.0503180027008056,10.030693531036375,0.3223504424095154,0.0,0.0,Enola Gay was one of the bombers that targeted the largest city on what Japanese island?,0
8, Chelsea,Manchester United,0.0482003688812255,9.606331825256348,0.709722101688385,0.0,0.0,The player in which Ryan Green broke the record for youngest player spent his entire professional career with what team?,0
9, I do not have information on the day and month Nadezhda Agaltsova received the Lenin Prize.,April 22,0.0580065250396728,12.65828275680542,0.3947475552558899,0.0,0.0,On what day and month of the year did Nadezhda Alekseyevna Agaltsova receive the Lenin Prize?,0
10, English singer and guitarist.,English singer,0.0479061603546142,10.164574146270752,0.803014874458313,0.6666666666666666,0.6666666666666666,"Roger Daltrey and David Gilmour, have what occupation, nationality in common?",0
11," 4,587,558","4,587,558",0.054549217224121,10.314390897750854,1.0,1.0,1.0,The city where Turkish Statistical Institute has its headquarters in has a population of what in the urban center?,1
12, Newark Liberty International Airport.,Newark Liberty International Airport,0.0488820075988769,10.183196306228638,0.9590508937835692,1.0,1.0,New Jersey's Route 65 begins near what airport owned by the cities of Elizabeth and Newark?,1
13, Musician.,singer,0.047593355178833,9.878638505935667,0.6593619585037231,0.0,0.0,Which other occupation is the American actress who stars as a Jewish-American girl who befriends a German prisoner of war in a made-for-television war drama?,1
14, Laramie.,"Laramie, Wyoming",0.0488526821136474,10.002417802810667,0.7326619625091553,0.6666666666666666,0.6666666666666666,KUWR is owned by the college located in what city?,1
15, Symbolism.,Symbolism,0.0499348640441894,9.900375366210938,0.9119164943695068,1.0,1.0,Which  nineteenth-century art movement  was Francis Vielé-Griffin a poet of ,1
