idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, Poet and Sufi mystic.,Turkish poet and Sufi mystic,0.0548617839813232,8.56864619255066,0.8520039916038513,0.888888888888889,0.888888888888889,What was the occupation of the Turk born in 1238 who has a name that is popular among Métis and Aboriginals in the Northwest of North America?,1
1," January 25, 2008","January 25, 2008",0.0511791706085205,8.253283262252808,1.0,1.0,1.0,When was the company incorporated that produced Heroes United?,1
2, Countess consort of Henneberg.,Countess consort of Henneberg,0.0509204864501953,8.419650793075562,0.9783674478530884,1.0,1.0,"Beatrix de Courtenay held two titles, the first as Titular Countess of Edessa, a city in Upper Mesopotamia and an early centre of Syriac Christianity; what was her second title?",1
3, 1970,1970,0.0525891780853271,7.786200761795044,1.0,1.0,1.0, Ronald de Boer is the older twin brother of this Dutch former footballer born in what year?,1
4, Mantis.,Mantis,0.0475909709930419,7.805819749832153,0.9689735770225524,1.0,1.0,What character who is a former member of the Avengers was played by Pom Klementieff in Guardians of the Galaxy Vol. 2?,1
5, New England Patriots.,New England Patriots,0.0573165416717529,7.93225622177124,0.9739282131195068,1.0,1.0,On which NFL football team does one of the presenters for Crashletes play?,1
6," Boone, Kenton, and Campbell counties in Kentucky.","Boone, Kenton and Campbell",0.0470688343048095,8.75541639328003,0.7135125994682312,0.7272727272727273,0.7272727272727273,Which counties do the majority of Thomas Harold Massie's voters live?,1
7, Quantum Fund.,Quantum Fund,0.0538339614868164,7.77327561378479,0.9558207988739014,1.0,1.0,Jim Rogers the Chairman of Rogers Holdings and Beeland Interests also started which fund in partnership with George Soros?,1
8, J. S. La Fontaine,J. S. La Fontaine,0.0560886859893798,8.273008346557617,1.0,1.0,1.0,Who wrote a scholarly book that was disseminated in 1998?,1
9, Yes.,yes,0.0516490936279296,7.690074443817139,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
10, Willowtip Records,Fuller Beans Records,0.0541107654571533,7.801154613494873,0.4269391000270843,0.4,0.4,What record label released a song by a group that included the guitarist River Reeves?,0
11, American.,American,0.0468876361846923,7.66373085975647,0.9135115146636964,1.0,1.0,Kerry Remsen is the daughter of an actor with what ethnicity?,1
12, 1990,1990,0.0469973087310791,7.790607690811157,1.0,1.0,1.0,"Robbie Rist starred in the film ""Teenage Mutant Ninja Turtles"" in what year?",1
13, Tansy.,Tansy,0.0526967048645019,7.93360161781311,0.9731627702713012,1.0,1.0,"Which flower is the most invasive and found in more countries than the other, Rhodanthe or Tansy?",1
14," Tom Nijssen was born on October 1, 1964, and Mark Knowles was born on September 4, 1971.",Tom Nijssen,0.0573012828826904,11.159273862838743,0.5520039200782776,0.2105263157894736,0.2105263157894736,"Who was born first, Tom Nijssen or Mark Knowles?",1
15, University of Waterloo offers the largest post-secondary co-op program of its kind in the world.,University of Waterloo,0.0479469299316406,9.622461080551147,0.6171501278877258,0.3,0.3,Which of the Florida Institute of Technology and University of Waterloo has the larger main campus?,0
