idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, Meet the Robinsons was released first in 2007.,Peter Pan,88.23906683921814,96.53963494300842,0.1358231306076049,0.0,0.0,George Llewelyn Davies was the inspiration for which character created by JM Barrie?,0
1, Olivia de Havilland,Jodie Prenger,87.64898896217346,92.93633437156676,0.4324765205383301,0.0,0.0,Which English actress and singer was in Calamity Jane?,0
2, The Adventures of Huck Finn,Herbie Rides Again,88.04922008514404,93.38861298561096,0.1086529344320297,0.0,0.0,"Which Walt Disney film was released first, The Adventures of Huck Finn or Herbie Rides Again?",0
3, R2B: Return to Base,R2B: Return to Base,88.46261954307556,94.58872437477112,1.0,1.0,1.0,"Jung Ji-hoon, better known as Rain, starred in which movie directed by Kim Dong-won?",1
4, Laura Bailey,Laura Bailey,88.41542959213257,92.40010714530943,1.0,1.0,1.0,What voice actress has voiced the role of the leader of the Kirin Tor and Tohru Honda?,1
5, Elson Moyo was one of the main figures in the 2007 Zimbabwean coup d'état attempt.,deputy commander of the Air Force,88.07825589179993,101.09068942070007,0.2049982845783233,0.1818181818181818,0.1818181818181818,How is Elson Moyo associated to the 2007 Zimbabwean coup d'état attempt?,0
6, Europe,Europe,88.11028957366943,91.66714596748352,1.0,1.0,1.0,"Hello Goodbye is an indie-rock band, and is from Scandinavia, a historical and cultural region in which Northern continent, characterized by a common ethnocultural North Germanic heritage and mutually intelligible North Germanic languages?",1
7," ""Wiseguy""",Wiseguy,88.21889233589172,93.48970556259157,0.8721039891242981,1.0,1.0,Producer Irwin Winkler received an Academy Award nomination for Best Picture for a film based on what book by Nicholas Pileggi?,1
8, Clyde Kennard,Air Force,88.45580339431763,92.87470436096191,0.1960133612155914,0.0,0.0,Which branch of the U.S. military maintains a highly classified remote detachment of a base in the state of Nevada?,0
9, Samarkand,Samarkand,88.33161306381226,92.76426243782043,1.0,1.0,1.0,"What city on the Silk Road means ""Sandy place"" in Persian?",1
10, Paul Williams,"Nicknamed ""The Punisher"", and standing at a height of 6 foot 1 inches, Williams was unusually tall for the three divisions in which he competed.",88.83467102050781,92.81287384033205,0.3410923779010772,0.074074074074074,0.074074074074074,What is the nickname of the boxer who was offered to fight against Sergio Martinez in Atlantic City 2011?,1
11, Little Richard,Little Richard,88.42510223388672,92.3954975605011,1.0,1.0,1.0,"Who was born on December 5, 1932 and had song written for him by John Marascalco?",1
12, Fabio Fognini,Simone Bolelli,88.18307757377625,93.47012853622437,0.3655890226364136,0.0,0.0,"What tennis player, Simone Bolelli or  Andrés Gimeno Tolaguera, is a Grand Slam champion since he won the 2015 Australian Open doubles event with Fabio Fognini?",0
