idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, Paper,Paper,0.0005054473876953,0.5377719402313232,1.0000001192092896,1.0,1.0,"Which magazine covers a wider range of topics, Decibel or Paper?",1
1, 1958,1958,0.0005221366882324,0.9174489974975586,1.0000001192092896,1.0,1.0,People of the City is a novel by Cyprian Ekwensi that preempted the importance of a novel first published in what year?,1
2, Oh Yeah! Cartoons,Oh Yeah! Cartoons,0.000673770904541,1.3668372631072998,1.0000001192092896,1.0,1.0,Mina and the count animated series appeared on two animation show cases Cartoon networks what a Cartoon. Who was the second Animation showcase which appeared on Nickelodeon cable channel ?,1
3, Kevin Love,Kevin Wesley Love,0.0005083084106445,0.6972613334655762,0.8334372043609619,0.8,0.8,"What all-star from the Cavaliers-Warriors rivalry was born September 7, 1988?",1
4, 1904,1904,0.0004975795745849,0.914564847946167,1.0000001192092896,1.0,1.0,"Europrop International GmbH (EPI) is a joint venture among four European aircraft engine manufacturers, including Rolls-Royce Holdings plc is a British multinational public limited company incorporated in February 2011, that owns Rolls-Royce, a business established in what year, and today designs, manufactures and distributes power systems for aviation, and other industries?",1
5, Isaac Hayes,soul singer Isaac Hayes,0.0005009174346923,0.7058792114257812,0.7772125005722046,0.6666666666666666,0.6666666666666666,Who is Chef voiced by in the episode Cartman's Mom Is Still a Dirty Slut?,1
6, IAO,John Zorn,0.0004892349243164,0.6961996555328369,0.12399223446846,0.0,0.0,Who was the album by that was inspired by a man who was an English occultist and his follower?,0
7," 1,200","10,700",0.0004982948303222,1.1342225074768066,0.3765456676483154,0.0,0.0,What is the capacity of the arena at which Martin Mikkelsen's team plays?,0
8," ""Te Amo""",Te Amo,0.0005147457122802,1.3538882732391355,0.9105165004730223,1.0,1.0,"Which song, released in June of 2010, was sampled by a single that Sean Kingston recorded?",1
9, The Himalayas,mountain,0.0005040168762207,0.9143717288970948,0.5746539831161499,0.0,0.0,Baintha Brakk and K2 are both names of what?,0
10, 2016,May 2016,0.0004994869232177,0.9137942790985109,0.8219212293624878,0.6666666666666666,0.6666666666666666,In what month and year was the video game that inspired the Overwatch digital comic series released?,0
11, classical history,classical history,0.0005023479461669,0.6968917846679688,1.0,1.0,1.0,"What is the specialty of the woman who presented ""The Spartans"" in 2003?",1
12, Jeff Martin,Jeffrey Scott Martin,0.0004875659942626,0.691835880279541,0.8155666589736938,0.4,0.4,"Which artist also had a solo career, Jeff Martin or Mark Rankin?",1
13, 1989,1973,0.0004940032958984,0.9167332649230956,0.548676073551178,0.0,0.0,What year was the incumbent Associate Attorney General born ?,0
14, New York City,New York City,0.000516653060913,0.9155843257904052,1.0,1.0,1.0,Q: Staten Island and 125 Greenwich Street are both places in which City? A: New York City,1
15, 1925,1925,0.0004994869232177,0.9164559841156006,1.0,1.0,1.0,The Harlem Globetrotters have a signature song of the whistled version of the tune composed in what year?,1
16, Barclays,Barclays,0.0005016326904296,0.4732377529144287,1.0000001192092896,1.0,1.0,The 2007–08 Premier League was sponsored by which British multinational bank?,1
17," Santa Monica, California.","Santa Monica, California",0.0004875659942626,1.358266830444336,0.9726114273071288,1.0,1.0,What was the western end of the road that the Aztec Motel in Albuquerque was located on?,1
18," George Washington University Hospital has 371 beds, while Children's National Medical Center has 303 beds.",George Washington University Hospital,0.0004968643188476,4.663681983947754,0.7406319379806519,0.4,0.4,"What hospital has the most beds, Psychiatric Institute of Washington or George Washington University Hospital?",0
19, 1945,April 1939,0.0005154609680175,0.912876844406128,0.6322059631347656,0.0,0.0,When did the project Operation Big was related to begin?,0
20, Janice Burgess,Janice Burgess,0.0005059242248535,0.914430856704712,1.0000001192092896,1.0,1.0,Sean Curley is a singing voice on the CGI-animated series created by whom?,1
21, Yook Sung-jae,Yook Sung-jae,0.0004961490631103,1.5873916149139404,1.0000001192092896,1.0,1.0,"What is the name of the South Korean man who is in the television show The Village: Achiara's Secret, and is a member of the group BtoB?",1
22, Asia,mountain,0.0004997253417968,0.4768967628479004,0.3506734669208526,0.0,0.0,Baintha Brakk and K2 are both names of what?,0
23, 2020,2020,0.0004973411560058,0.9164330959320068,1.0,1.0,1.0,When does the Representative of Maryland's 6th congressional district plan to run for presidency?,1
24, Themistocles,Themistocles,0.000516653060913,1.137725830078125,1.0,1.0,1.0,Who was a populist politician and the effective ruler of Athens when Admetus was King of the Molossians?,1
25, Australia,Australia,0.0004932880401611,0.473130464553833,1.0000001192092896,1.0,1.0,"Queen Victoria Village, generally known as QV Melbourne or just QV, is a precinct in the central business district of Melbourne, Victoria, located directly opposite the State Library of Victoria is Melbourne Central, a large shopping centre, office, and public transport hub in the city of Melbourne, in which country?",1
26, 2011,2011,0.0004932880401611,0.9549922943115234,1.0,1.0,1.0,"Ikemen desu ne, released in which year, is a Japanese television series, it is the Japanese remake of the Korean musical romantic comedy television drama ""You're Beautiful""?",1
27, 1935,"June 23, 1925",0.0005064010620117,0.920891523361206,0.55650794506073,0.0,0.0,When was the award for scientific acomplishments won by Soviet scientist Mikhail Borisovich Golant and named after an infamous Soviet ruler created?,0
