idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,African-American.,African American,0.000981330871582,2.738960027694702,0.8992266654968262,1.0,1.0,"What was the race of the man whose ""St. Louis Blues.""  were depicted in Blue Rhythm?",1
1,The Devil Wears Prada film.,Lauren Weisberger's 2003 novel of the same name,0.0008318424224853,0.4367947578430176,0.0881574600934982,0.1428571428571428,0.1428571428571428,"What was ""The Devil Wears Prada"" based off of?",0
2,Emeritus Professor of Economics and Visiting Fellow.,Emeritus Professor of Economics,0.0008838176727294,0.5137374401092529,0.904814600944519,0.7272727272727273,0.7272727272727273,"What position did the  man hold who held Executive Director of the Australia-Japan Research Centre until 2002, who was born in a town located approximately 630 kilometres north of the New South Wales State capital, Sydney, 340 km south of Brisbane, Queensland and approximately 35 km west of the Tasman Sea coast ?",0
3,Harold Wilson.,Harold Wilson,0.000746726989746,0.3633546829223633,0.978937029838562,1.0,1.0,The Public Records Act of 1967 was passed during which 1964-1970 Prime Minister?,1
4,Draymond Green.,Draymond Green,0.0008740425109863,0.3306367397308349,0.9875936508178712,1.0,1.0,"The Cavaliers–Warriors rivalry is a National Basketball Association (NBA) rivalry between the Cleveland Cavaliers and the Golden State Warriors, the two teams feature 11 NBA All-Stars, including which American professional basketball player, and was named an NBA All-Star and All-NBA Team member the following two seasons?",1
5,Tool.,Tool,0.0007998943328857,0.2125020027160644,0.9141275882720948,1.0,1.0,Who is the American rock band from California with a hit single Stinkfist?,1
6,The CIA created the R. V. Jones Intelligence Award.,the CIA,0.000838279724121,0.5888681411743164,0.5656139850616455,0.3636363636363636,0.3636363636363636,Which organization created the R. V. Jones Intelligence Award which honors those who are accomplished in the area of scientific military intelligence such as Reginald Victor Jones?,1
7,74,100,0.0007829666137695,0.2113170623779297,0.5315753817558289,0.0,0.0,"The show will bring ten amateur baking contestants together in a bake-off competition of ""themed culinary challenges"" to find a best, over-all competitor, judging the competition will be pastry chef Feldeisen, a multiple James Beard Award nominee and the former executive pastry chef for Four Seasons Hotels Ltd., trading as Four Seasons Hotels and Resorts, is a Canadian international luxury hospitality company headquartered in Toronto, Ontario, it operates more than how many hotels worldwide?",0
8,Pete's Tavern on Irving Place in New York City.,at Pete's Tavern on Irving Place in New York City,0.0007727146148681,0.5496995449066162,0.9687362909317015,0.9523809523809524,0.9523809523809524,Raincoat is a 2004 Indian Hindi drama film which is an adaptation of a short story that was allegedly written at which tavern ?,1
9,Asian Paralympic Committee (APC),Asian Paralympic Committee,0.0007548332214355,0.513861894607544,0.8976110816001892,0.8571428571428571,0.8571428571428571,"Japan Paralympic Committee is recognized by International Paralympic Committee (IPC), Ministry of Health and what other committee?",1
10,The Town of Hempstead is in the 7th State Senate district.,8th,0.000734806060791,0.701164722442627,0.2135573625564575,0.0,0.0,"The Town of Hempstead in New York, United States is in what New York State Senate district?",0
11,A Pulitzer Prize in 1984.,Pulitzer Prize,0.0007441043853759,0.4353432655334472,0.7861354947090149,0.5714285714285715,0.5714285714285715,"Edward Albee and Oliver La Farge both won this award, one for a novel and one for a play?",1
12,1888,1892,0.0007507801055908,0.2489697933197021,0.6908988952636719,0.0,0.0,"What year was the trophy, in which the 1989-90 Calgary Flames won, commissioned?",0
13,Michael Williams.,Mike Will Made It,0.0007169246673583,0.2488574981689453,0.3566696047782898,0.0,0.0,What trap beat artist co-wrote and produced Pour It Up?,1
14,The Amazon rainforest.,Amazon rainforest,0.0007312297821044,0.3261797428131103,0.9383839964866638,0.8,0.8,"Where is the legendary giant anaconda discovered that Vincent Castellanos, the American actor best known for his role in Anaconda from?",1
15,Jules Massenet.,Jules Émile Frédéric Massenet,0.0007205009460449,0.3255031108856201,0.8539185523986816,0.5,0.5,"Which composer lived a longer life, Dmitri Shostakovich or Jules Massenet?",1
16,They are both film directors.,film director,0.0007257461547851,0.3589296340942383,0.7297666072845459,0.5714285714285715,0.5714285714285715,What is the occupation of Wang Quan'an and Donald Sawyer?,1
17,"The seventh season of the show ""Hawaii Five-0"" premiered on September 23, 2016, not 2010, and it had 25 episodes.",25,0.0007686614990234,1.45603346824646,0.170340821146965,0.0909090909090909,0.0909090909090909,Dambai is the capital of one of how many districts in the Volta region?,0
18,1948,1940,0.0007650852203369,0.2567646503448486,0.739179790019989,0.0,0.0,What year was the director of Snake Eyes born?,0
19,"None, the text does not mention Florence and the Machine.",music,0.0007259845733642,0.5901966094970703,0.1248999759554863,0.0,0.0,What activity do both The Owl Service and Sigur Rós have in common?,0
