idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0," July 8, 2013","July 8, 2013",0.0004904270172119,1.136976718902588,1.0,1.0,1.0,"The Legends of the Summer Stadium Tour was a co-headlining concert tour by American singer-songwriter Justin Timberlake and American rapper Jay Z, the tour supported  Jay Z's twelfth studio album, it was released for retail sale on which date, by Roc-A-Fella, Def Jam and Roc Nation?",1
1, Lee Harvey Oswald,Lee Harvey Oswald,0.0005137920379638,0.5370652675628662,1.0000001192092896,1.0,1.0,"Whose wife was housed by Ruth Hyde Paine until November 23,1963?",1
2, No,yes,0.0005640983581542,0.2760944366455078,0.7334951162338257,0.0,0.0,Can Fraxinus and Onoclea both be found in North America?,0
3, Right-handed.,right-handed,0.000511884689331,0.5340828895568848,0.9644320607185364,1.0,1.0,Is Bob Ojeda's 1986 teammate who is now a co-host on the MLB Network left or right-handed?,1
4, Yes.,no,0.0005033016204833,0.4017035961151123,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?,0
5, Rosebud County.,Rosebud County,0.0005049705505371,0.6563863754272461,0.987901508808136,1.0,1.0,In which county was The Battle of Little Muddy Creek fought?,1
6, Christus,Christus,0.0005011558532714,0.4085476398468017,1.0,1.0,1.0,"What is the name of the 19-th century Carrara marble statue located in a Copenhagen cathedral, situated on Frue Plads?",1
7, A Christmas Carol,A Christmas Carol,0.0004968643188476,0.5609347820281982,1.0,1.0,1.0,Is Khan Kluay or A Christmas Carol based off a story of the same name? ,1
8, Lady and the Tramp,Lady and the Tramp,0.0004990100860595,0.792447566986084,1.0,1.0,1.0,Don DaGradi started his animated features career with what 1955 romantic musical comedy-drama?,1
9, World Boxing Organization (WBO),"San Juan, Puerto Rico",0.0005040168762207,1.043830394744873,0.1343826502561569,0.0,0.0,Where are the headquarters of the organization through which Nedal Hussein has won the Asia Pacific super featherweight title?,0
10," Footscray, Australia","Footscray, Australia",0.0005028247833251,0.7810146808624268,1.0,1.0,1.0,Where is the birthplace of the inventor of Denise Drysdale's nickname?,1
11," Yes, they both play tennis.",yes,0.0005106925964355,1.0352354049682615,0.2559660077095032,0.3333333333333333,0.3333333333333333,Can Fraxinus and Onoclea both be found in North America?,0
12, Filegate.,Filegate,0.0005004405975341,0.566340446472168,0.9657611846923828,1.0,1.0," Robert William Ray (born April 4, 1960) is an American lawyer practicing in the New York office of the Dallas-based law firm of Thompson & Knight, LLP, as the successor to Ken Starr, as the head of the Office of the Independent Counsel (1999 to 2002) he investigated and issued the final reports on the White House FBI files controversy of the Clinton Administration, often referred to as which term, arose in June 1996 around improper access in 1993 and 1994 to FBI security-clearance documents?",1
13," ""Catch-22""","""Catch-22""",0.0005066394805908,0.7878470420837402,1.0,1.0,1.0,What book contains the character Edward J. Nately III and a title whose name has become a synonym for an absurd or contradictory choice?,1
14, The Great Muppet Caper,The Dark Crystal,0.0005061626434326,0.9246609210968018,0.1107352450489997,0.2857142857142857,0.2857142857142857,"Which film did the voice actor who plays Sam Eagle in the television show ""The Muppet Show"" co-direct with Jim Henson?",0
15," London, Ontario","383,822",0.0005023479461669,0.528038740158081,0.044891744852066,0.0,0.0,What is the population of the city which hosted the 2004 Open Canada Cup ?,0
