idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, Incesticide,Incesticide,0.0480217933654785,8.073775053024292,1.0000001192092896,1.0,1.0,"Which Nirvana album featured The Vaselines, Dave Grohl, and Chad Channing?",1
1, Middlesbrough,Middlesbrough,0.0468332767486572,8.185996532440186,1.0,1.0,1.0,Frank Spraggon played for which team Formed in 1876 ?,1
2, The Arch of Augustus.,Arch of Octavian,0.0657179355621337,8.397173404693604,0.8038216829299927,0.5714285714285715,0.5714285714285715,What building was associated with a Roman politician and general who played a critical role in the transformation of the Roman Republic from an oligarchy into the autocratic Roman Empire?,0
3, Kumasi,Mamponteng,0.0536012649536132,7.928258895874023,0.37283656001091,0.0,0.0,What is the capital of the district that Kwabre West is located in?,0
4, Diplo's real first name is Thomas.,Thomas,0.0502216815948486,8.794193983078003,0.5419623255729675,0.25,0.25,"What is the middle name of the head coach of the team that played their home games at Memorial Stadium in Lawrence, Kansas in 2003?",0
5," ""diva of Asia""",diva of Asia,0.0460577011108398,8.43155312538147,0.9435343742370604,1.0,1.0,"Anna Magdalena, is a 1998 Hong Kong romantic fantasy comedy film, which stars Kelly Chen Ho, a Hong Kong Cantopop singer and actress, and has been referred to as a what?",1
6, Jamie Lynn Spears,Britney Spears,0.0475354194641113,8.061041593551636,0.7856400609016418,0.4,0.4,"The Outsyders were a production team that were first featured on a song by what female artist on her sixth studio album released on November 28, 2008, by Jive Records?",0
7," 15,004","15,004-seat multi-purpose arena",0.047393798828125,8.173768281936646,0.4048646986484527,0.5,0.5,Wichita Force plays at Intrust Bank Arena that seat how many people>?,1
8, Trieste.,Trieste,0.0665240287780761,8.04232120513916,0.9796170592308044,1.0,1.0,In which northeaster Italian city was famed sprinter Derna Polazzo born?,1
9, 2002,2002,0.0466384887695312,8.071900367736816,1.0,1.0,1.0,In what year did the last fluent speaker of the language spoken by the Okehocking Tribe die?,1
10, Blue Hawaii,Blue Hawaii,0.0482232570648193,7.917662143707275,1.0000001192092896,1.0,1.0,"Which cocktail can be mixed with more than one alcoholic beverage, Blue Hawaii or Bloodhound?",1
11, Akshay Kumar,over a hundred,0.0470201969146728,8.181980609893799,0.0758179202675819,0.0,0.0,72 Miles as co-produced by an actor who has appeared in how many Hindi films?,0
12, Canada.,Canada,0.0559608936309814,7.935808181762695,0.9222739934921264,1.0,1.0,"Afrophilya, is an international music festival founded in Montreal, Quebec, in which country, notable artists who have performed at the festival include South African Lorraine Klaasen daughter of Nelson Mandela's favourite singer Thandi Klaasen?",1
13, They are both music bands.,music,0.0485768318176269,8.407238721847534,0.4163395762443542,0.3333333333333333,0.3333333333333333,What activity do both The Owl Service and Sigur Rós have in common?,1
14, Yes.,yes,0.0474724769592285,7.910809755325317,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
15, Yes.,no,0.0472187995910644,7.935566425323486,0.5598188042640686,0.0,0.0,Are Chris Marker and Yvonne Rainer American?,0
