idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,SplitsVilla in 2009.,MTV Splitsvilla,0.00103759765625,1.8140852451324463,0.7012432813644409,0.4,0.4,Pavitra Punia started her career on which Indian reality show?,1
1,This Is Us.,This Is Us,0.0010573863983154,0.4652621746063232,0.9442296028137208,1.0,1.0,Name the 2016 American television series created by producer and screenwriter Dan Fogelman?,1
2,Istanbul.,Istanbul,0.0008654594421386,0.3666002750396728,0.9680678844451904,1.0,1.0,Mehmet Nazif Günal is 100% owner of a cargo airline headquartered where?,1
3,Berlin.,Berlin,0.0008785724639892,0.3933157920837402,0.974478244781494,1.0,1.0,"Savage Mode was an EP that was released on July 15, 2016 on the online audio distribution platform based in what German city?",1
4,"118,918.","118,918",0.0009808540344238,0.4806718826293945,0.9860227108001708,1.0,1.0,What was the 2010 population of the city in which the West Texas Wildcatters played their home games at the Ector County Coliseum?,1
5,The Chicago Cubs.,eight,0.0009255409240722,0.4602289199829101,0.1798651963472366,0.0,0.0,How many books are in the Stephen King series of which Roland Deschain of Gilead is the protagonist?,0
6,"Bruce Lee, founder of Jeet Kune Do.",Jeet Kune Do,0.0008649826049804,0.7468323707580566,0.5611849427223206,0.6,0.6,Legend of the Fist: The Return of Chen Zhen starred in the role made famous by the actor and founder of what martial art?,1
7,"""Tim McGraw""",Tim McGraw,0.0009422302246093,0.5080094337463379,0.9412658214569092,1.0,1.0,Who is the artist that was coached by Renee Grant-Williams married to?,1
8,1905,1905,0.00091552734375,0.4334659576416015,1.0,1.0,1.0,What year was person born who Tyler Dennett wrote about and won the 1934 Pulitzer Prize for?,1
9,"September 18, 2015.","October 25, 2010",0.0008668899536132,0.6212189197540283,0.6337795257568359,0.0,0.0,"The album that featured ""Mine"" released on what date?",0
10,1957,1957,0.0008976459503173,0.4527790546417236,1.0,1.0,1.0,What year was Tyson Kidd's tag team partner in The Hart Dynasty born?,1
11,The New York Knicks.,New York Knicks,0.0009083747863769,0.5058765411376953,0.9528256058692932,0.8571428571428571,0.8571428571428571,The Monarchy Party had a candidate who played several years with what basketball team?,1
12,Penn State University.,Penn State University,0.000899314880371,0.4408798217773437,0.980011820793152,1.0,1.0,Where did Tony Johnson's older brother play college football?,1
13,Vijay.,Vijay,0.0009186267852783,0.4535253047943115,0.9770946502685548,1.0,1.0,"Indian film director AR Murugadoss won Best Director for his film ""Kaththi"", starring which actor in dual roles? ",1
14,2024.,2024,0.0008704662322998,0.4928271770477295,0.9821391105651855,1.0,1.0,When will the location that appears in AC/DC's live 2007 concert DVD host the Summer Olympics?,1
15,Jeanne Calment.,American,0.0008797645568847,0.4981968402862549,0.0655155777931213,0.0,0.0,Kerry Remsen is the daughter of an actor with what ethnicity?,0
