idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, To symbolize the blood of Christ and Christian martyrs.,to symbolize the blood of Christ and the Christian martyrs,0.0005152225494384,2.509340286254883,0.9685169458389282,0.9473684210526316,0.9473684210526316,Why did the Popes of the middle ages wear red?,1
1, 1295,1295,0.0005249977111816,0.7492365837097168,1.0,1.0,1.0,In what year did cardinals in the Roman Catholic church start wearing red?,1
2, 1968,1968,0.0004973411560058,0.7488245964050293,1.0,1.0,1.0,When was the Terry v. Ohio case?,1
3," The study of fluid flows in a regime where the mean free path of residual gases is longer than the chamber, pump, spacecraft, or other objects present.",study of fluid flows,0.0004937648773193,5.6230223178863525,0.5619279742240906,0.2580645161290322,0.2580645161290322,What is particle gas dynamics?,1
4, Kyoto,Kyoto,0.00048828125,0.3770349025726318,1.0,1.0,1.0,Where was the military academy located?,1
5, By a key switch located inside the elevator on the centralized control panel.,Phase-two mode can only be activated by a key switch located inside the elevator on the centralized control panel,0.0004863739013671,2.6146175861358643,0.6161851286888123,0.787878787878788,0.787878787878788,How is the Phase-two mode enabled?,1
6," Red, Green, and Blue.","red, green and blue",0.0004985332489013,1.405839204788208,0.949793577194214,1.0,1.0,Which colors are part of the RGB model?,1
7, Increased performance in competitions.,increased performance,0.0005090236663818,1.0628416538238523,0.6220170855522156,0.6666666666666666,0.6666666666666666,"Wearing red is connected to what result in humans, in terms of sport?",1
8, 1853,1853,0.0004971027374267,0.7172346115112305,1.0,1.0,1.0,When did Washington University secure its charter?,1
9, Reduce air pressure by around 20%.,reduce air pressure by around 20%,0.0004844665527343,1.5800831317901611,0.8933592438697815,1.0,1.0,A typical vacuum cleaner produces enough suction to do what to air pressure?,1
10, A red flag announced that the defenders of a town or castle would fight to defend it.,defenders of a town or castle would fight to defend it,0.0004870891571044,3.30381441116333,0.7935289144515991,0.7857142857142858,0.7857142857142858,What did a red flag signal in the Middle Ages?,1
11, The traction in an elevator was controlled by the grip of the grooves in the sheave.,a motor mechanic utilizing a system of toothed wheels,0.0004944801330566,3.4811782836914062,0.313926488161087,0.08,0.08,What controlled the traction?,0
12," Approximately 300,000.","300,000",0.0004904270172119,1.2347145080566406,0.7606668472290039,0.8,0.8,How many Super Famicoms were produced in the first run?,1
13, A tiny grain.,a tiny grain,0.0004973411560058,0.888756513595581,0.9812091588974,1.0,1.0,What does Kokkos mean in english?,1
14, 10 torr to 10−3 torr,10 torr to 10−3 torr,0.0004923343658447,2.123883008956909,1.0,1.0,1.0,A Pirani gauge is accurate within what ranges?,1
15," The advantages of programming the new ENIAC included the ability to perform complex calculations and operations, improved speed and efficiency, and the ability to store and retrieve data.",programs could be developed and debugged in days rather than the weeks,0.000493049621582,6.007377624511719,0.2647652328014374,0.15,0.15,What were advantages for programming new ENIAC?,0
16, Violet,violet,0.0004971027374267,0.3795838356018066,1.0,1.0,1.0,Which color is opposite of red on the visible spectrum?,1
17," The elevator returns to the lobby or nearest floor, opens the doors, and shuts down.","The doors then close after an adjustable time period and the car remains unusable until reset, usually by cycling the elevator main power switch",0.0004982948303222,3.3431904315948486,0.5064694881439209,0.3076923076923077,0.1538461538461538,"Once the passengers have exited, what happens?",0
18," His published works covered topics in mathematics, physics, economics, computing, and statistics.","60 in pure mathematics, 20 in physics, and 60 in applied mathematics",0.0004985332489013,3.1688716411590576,0.4723451733589172,0.3333333333333333,0.3333333333333333,"Of his published works, what topics were they covering?",0
19," Red lac was made from the gum lac, the dark red resinous substance secreted by various scale insects, particularly the Laccifer lacca from India.","insects or plants, with white chalk or alum",0.0004968643188476,5.785719871520996,0.3119524121284485,0.0625,0.0625,What was red lake composed of?,0
20, The ground state of matter.,the ground state of matter.,0.0004947185516357,1.2476356029510498,1.0000001192092896,1.0,1.0,The Vacuum state is considered what?,1
21, Einstein,Einstein,0.0005035400390625,0.377852201461792,1.0,1.0,1.0,Who's equations  helped to imply vanishing of the Ricci tensor?,1
22, Hot cathode and cold cathode.,hot cathode and cold cathode.,0.0004925727844238,1.5980618000030518,1.0000001192092896,1.0,1.0,What are the two types of Ion gauges?,1
23, The elasticity of body tissues.,tissues are elastic and porous,0.0004899501800537,1.2498371601104736,0.7738896608352661,0.4000000000000001,0.2,What prevents body rupture at low altitude when human body is bloated by gas bubbles?,1
24," The electronics of the new ENIAC ran at one-sixth the speed, but this in no way degraded the ENIAC's performance, since it was still entirely I/O bound.",new ENIAC ran at one-sixth the speed,0.0004897117614746,6.891846656799316,0.8508749604225159,0.4210526315789474,0.4210526315789474,What was the speed difference with new ENIAC?,1
25, Kermes lake was made from the kermes insects.,kermes insects,0.0004901885986328,2.5068931579589844,0.7694756984710693,0.4,0.4,What was kermes lake made from?,1
26, Nobles.,nobles,0.0004858970642089,0.7372925281524658,0.9659461975097656,1.0,1.0,Who painted their mansions red during the Song and Tang dynasties?,1
27, They are vacuum-powered to protect against loss of all electrical systems in case of an emergency.,"protection against loss of all (electrically powered) instruments,",0.0004937648773193,3.354419708251953,0.5443574786186218,0.56,0.48,Why are the Attitude indicator and heading indicator vacuum-powered?,1
28, Red and blue light.,red and blue,0.0004918575286865,1.0713849067687988,0.7972486615180969,0.8571428571428571,0.8571428571428571,What colors are used to create purple on a computer screen?,1
29, Quantum mechanics,Cartesian mechanical philosophy,0.0005042552947998,0.5514168739318848,0.4127914607524872,0.4,0.4,What philosophy combined with Descartes to push quantum activity in the 20th century?,0
30, Vermilion.,vermilion,0.0004951953887939,0.7230770587921143,0.9810329079627992,1.0,1.0,What pigment was used to paint villas in ancient Rome?,1
31, The Atlanta Braves.,the Atlanta Braves,0.0005085468292236,0.8967070579528809,0.9807108640670776,1.0,1.0,What team did the Cincinnati Red Stockings become?,1
32, It would change color when exposed to light.,change color,0.0004899501800537,1.7657110691070557,0.5044478178024292,0.4,0.4,What would to the carmine pigment if not used diligently?,1
33, A red cross.,one big red cross,0.0004909038543701,0.8961482048034668,0.8631991744041443,0.5714285714285715,0.5714285714285715,What is in the middle of the Georgian flag?,1
34," The McLeod gauge is special because it can measure vacuums as high as 10−6 torr (0.1 mPa), which is the lowest direct measurement of pressure that is possible with current technology.",can measure vacuums as high as 10−6 torr,0.0004866123199462,7.8934149742126465,0.5778998732566833,0.4285714285714285,0.4285714285714285,Why is the McLeod gauge special?,1
35, The Twilight Zone Tower of Terror,"The ""stretching room""",0.0004987716674804,1.2502477169036863,0.305335521697998,0.2222222222222222,0.2222222222222222,What is the name of area that is really an elevator?,0
36," In elevators built in pairs, the cars move synchronously in opposite directions, with one car serving as the counterweight for the other.","their cars always move synchronously in opposite directions,",0.0004897117614746,5.08795690536499,0.651374340057373,0.3999999999999999,0.3999999999999999,How do elevators built in pairs work?,1
37, A person or animal will lose consciousness within minutes when exposed to a vacuum.,after a few seconds,0.0004963874816894,2.812258720397949,0.301766037940979,0.1111111111111111,0.1111111111111111,When will a person or animal lose consciousness  when exposed to a vacuum?,0
38," Color was the central element of the painting, chosen to evoke emotions.",the central element,0.000486135482788,2.6361641883850098,0.2857747972011566,0.4,0.4,What part in the paintings of Matisse did color play?,1
39, They see the walls of the shaft by looking up.,People in the remaining elevators may see an indicator light or hear a voice announcement informing them that the elevator will return to the lobby shortly,0.0004878044128417,2.112634420394897,0.2961192429065704,0.1666666666666666,0.1666666666666666,What do any passengers experience at this point?,0
40, Momentum transfer pump,Momentum transfer pumps,0.0004866123199462,0.7226574420928955,0.9614188075065612,1.0,1.0,What pump has a higher quality vacuum than a positive displacement pump?,1
41, They ensure that the material moves forward.,ensure that the material moves forward,0.0004870891571044,1.591604471206665,0.7053883671760559,0.923076923076923,0.923076923076923,What do the partians do on the conveyor?,1
42, Henry Pickering,Henry Pickering,0.0004971027374267,0.7239861488342285,1.0,1.0,1.0,Who stated that the character of a gas and free molecule were in ether?,1
43, The concern was that the relative inaccuracy of the missile wouldn't be a problem with an H-bomb.,relative inaccuracy of the missile,0.0005013942718505,4.078519582748413,0.6119924187660217,0.4166666666666667,0.4166666666666667,What was the concern with longer range ICBM with Hbomb?,0
44, He argued that the problem of measure is essentially group-theoretic in character.,In a series of famous papers,0.0004823207855224,2.991331100463867,0.2500582635402679,0.2105263157894736,0.1052631578947368,In what way did von Neumann make spectacular contributions to measure theory?,0
45, 2004,2004,0.0004887580871582,0.7359471321105957,1.0,1.0,1.0,When did India and Pakistan begin serious peace talks?,1
46," To provide expeditious service to passengers arriving at the building, most typically in the morning as people arrive for work or at the conclusion of a lunch-time period.",people arrive for work or at the conclusion of a lunch-time period,0.0005066394805908,6.044738054275513,0.7057937383651733,0.6190476190476191,0.6190476190476191,What are the reasons for up-peak mode early in the day?,1
47," The elevators will initially come to a halt, then one by one, each car in the group will return to the lobby floor, open its doors, and shut down.","One by one, each car in the group will return to the lobby floor, open its doors and shut down",0.0004899501800537,6.403784275054932,0.836792528629303,0.8163265306122449,0.8163265306122449,What sequence of events happens when the power shuts off in a traction elevator and the elevators all stop?,1
48," 16,777,216","16,777,216",0.0004942417144775,1.2657802104949951,1.0,1.0,1.0,What is the total number of possible sRGB colors?,1
49, 13 kPa (100 Torr),"13 kPa (100 Torr),",0.0004923343658447,1.7960805892944336,0.9927351474761964,1.0,1.0,What amount of pressure drop can kill you if it occurs suddenly?,1
50, A smoke sensor or heat sensor in the building.,a corresponding smoke sensor or heat sensor in the building,0.0004923343658447,1.973785161972046,0.9651350378990172,0.9473684210526316,0.9473684210526316,What initiates Phase one mode?,1
51, 1523,1523,0.0004863739013671,0.7299137115478516,1.0,1.0,1.0,When was the treatise that allowed a congregation to elect or remove a minister?,1
52, It stops with its doors open.,will remain in code-blue service until switched off in the car,0.0004904270172119,1.4337921142578125,0.2120929062366485,0.0,0.0,Once it arrives what does the elevator do,0
53, Suction pump,suction pump,0.0004932880401611,0.7361769676208496,1.0,1.0,1.0,What type of pump appeared in the 15th century?,1
54, 1962,1962,0.0004973411560058,0.7359192371368408,1.0,1.0,1.0,When did the Supreme Court address the issue of officially sponsored prayer in public schools?,1
55, 1740s,the 1740s,0.0004944801330566,0.9146122932434082,0.8992860317230225,0.6666666666666666,0.6666666666666666,In what years did Turkey red begin to be used to dye cotton in England?,1
56, Cable-borne elevators.,cable-borne elevators,0.0004904270172119,1.2595598697662354,0.9821046590805054,1.0,1.0,What types of elevator hold the highest safety record?,1
57, Werner von Siemens,Werner von Siemens,0.0004949569702148,0.7302443981170654,1.0,1.0,1.0,Who built the first electric elevator?,1
58, CAN/CSA B44 Safety Standard.,CAN/CSA B44 Safety Standard,0.0004947185516357,1.7891392707824707,0.9786862134933472,1.0,1.0,What is the equivilent to the US Standard A17.1 called in Canada?,1
