idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, 1.94 million,1.94 million,0.3000473976135254,24.716586589813232,1.0000001192092896,1.0,1.0, Eurardy Reserve is located 530 km north of a city that had how many inhabitants as of 2017 ?,1
1, DJ Screw's real name is Robert Earl Davis Jr.,Robert Earl Davis Jr.,0.360767126083374,26.057543992996216,0.6682652831077576,0.5714285714285715,0.5714285714285715,"3 'n the Mornin' is a album by the American hip hop artist DJ Screw, who's real name is ?",1
2," Detroit, Michigan.","Detroit, Michigan",0.3653411865234375,24.543776512146,0.9736545085906982,1.0,1.0,Khwezi is a producer who has worked for an American rapper and singer from what city?,1
3, Emil and the Detectives (1931),Emil and the Detectives,0.3592796325683594,25.48991179466248,0.8244509696960449,0.888888888888889,0.888888888888889,"Which one dates back further, the film Emil and the Detectives or the Magic Kingdom theme park?",1
4, Rondo Hatton,Rondo Hatton,0.3525481224060058,24.48564577102661,1.0,1.0,1.0,Which member of the cast of The Jungle Captive was born in Maryland?,1
5, 6 seasons.,six,0.3662292957305908,24.526671171188354,0.58320152759552,0.0,0.0,"Brian Iwuh, is a former American football linebacker who played for how many seasons in the National Football League (NFL), he played for the Jaguars for four seasons, the Chicago Bears for two seasons, and the Denver Broncos in the 2011–12 NFL playoffs?",1
6, Lee Sung-min,Lee Sung-min,0.3776676654815674,24.28408169746399,1.0000001192092896,1.0,1.0,Who is younger Víctor García or Lee Sung-min ?,1
7, Lucien Hubbard,Lucien Hubbard,0.3575537204742431,24.282209873199463,1.0,1.0,1.0,Who was the producer of the first film to win an Academy Award for Best Picture at the 1st Academy Awards ceremony?,1
8, Germany,Germany,0.3593263626098633,23.75282406806945,1.0,1.0,1.0,Ridderronde Maastricht is held in the country that  borders what country on the east?,1
9, Pantera,Pantera,0.3667998313903808,23.997520685195923,1.0,1.0,1.0,"Walk Through Exits Only is a solo album by Phil Anselmo, former member of which heavy metal band?",1
10, Conscientious objection.,Conscientious objection,0.375471830368042,24.72344923019409,0.9714033007621764,1.0,1.0,"The 2006 documentary film ""Knocking"" focuses on which teaching of Johovah's Witnesses that is based on freedom of thought?",1
11, A Tale of Two Critters (1977),A Tale of Two Critters,0.3548033237457275,25.8763120174408,0.9139189720153807,0.9090909090909092,0.9090909090909092,"What movie was released earlier, The Lizzie McGuire Movie or A Tale of Two Critters?",1
12, Joe Cornish,David Fincher,0.3565652370452881,24.247869729995728,0.3234302401542663,0.0,0.0,Who directed the 2008 film where Lance E. Nichols played Larry Williams?,0
13, 20 October 1957,20 October 1957,0.3528926372528076,24.984727144241333,1.0000001192092896,1.0,1.0,"What date did this television program start that has the opening and closing theme music was written by composer who was an American avant-garde composer, pianist, author and inventor and born July 8, 1900?",1
14, Midsize,Midsize crossover SUV,0.3598048686981201,24.05411720275879,0.455371618270874,0.5,0.5,Ford Edge is the first of what size vehicle to have MyFord Touch?,0
15, United States Secretary of State.,United States Attorney General,0.3530223369598388,24.964054107666016,0.6091138124465942,0.4444444444444445,0.4444444444444445,"Corner in Celebrities Historic District  contains the historic home of the politician who served what post twice under Presidents Harrison, Tyler, and Fillmore?",0
16, Yes.,yes,0.3580174446105957,24.021417140960693,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
17," Jean-Luc Godard's ""Breathless""",Jean-Paul Belmondo,0.3624806404113769,25.892502546310425,0.2537908554077148,0.25,0.25,Who starred in the film that caused Richard Brody to first become interested in film ? ,0
18, University of Washington,The University of Washington,0.3688569068908691,24.36278367042541,0.9794617891311646,0.8571428571428571,0.8571428571428571,"What  is a large, public flagship research university in Seattle, Washington, established in 1861,  University of Florida or University of Washington?",1
