idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0," 2,956","2,956",0.3088071346282959,25.6894474029541,0.9999999403953552,1.0,1.0,"How many hotel rooms are in the hotel where Wayne Newton performed his May 23, 1989 Pay-Per-View concert?",1
1, Edgar Kaiser Jr.,Edgar Kaiser,0.273998498916626,25.571892738342285,0.9382388591766356,0.8,0.8,Ted Sundquist was promoted to GM of the Denver Broncos in 2001 by the family who purchased the team from which former owner in 1984?,1
2," ""Master of Complications""",Master of Complications,0.3284103870391845,26.10807991027832,0.955991804599762,1.0,1.0,"What slogan does this Swiss watchmaker and his company carry, who purchased 80% of the Minsk Watch Plant in 2010?",1
3, 2014,"July 23 to September 11, 2014",0.3622109889984131,25.446710348129272,0.5690401196479797,0.2857142857142857,0.2857142857142857,"What was the air date of this 2014 South Korean television series starring Jo In-sung, whose soundtrack was by Punch?",0
4, The 1970s.,1970s,0.3680598735809326,26.15921211242676,0.9295619130134584,0.6666666666666666,0.6666666666666666,Leonora Mary Grosvenor's father was the richest man in Britain in what decade?,1
5, Trussed Concrete Steel Company,Trussed Concrete Steel Company,0.3650391101837158,25.880972146987915,1.0,1.0,1.0,"What company was founded by Julius Kahn in Detroit, Michigan?",1
6, Alessandro Scarlatti (1660-1725) is older than Philip Glass (born 1937).,Pietro Alessandro Gaspare Scarlatti,0.3397648334503174,29.99652647972107,0.6325886249542236,0.2666666666666666,0.2666666666666666,"Between Franz Schreker and Alessandro Scarlatti, who was born earlier?",0
7, They are both documentaries.,documentary,0.3570716381072998,25.760198831558228,0.6201286315917969,0.4,0.4,WHat genre are both Game Face and Junket Whore?,1
8, AVN Adult Entertainment Expo,AVN Adult Entertainment Expo,0.3392860889434814,25.951229333877563,1.0,1.0,1.0,"Which of the publication of AVN Media Network is an adult entertainment convention and trade show held each January in Las Vegas, Nevada and is sponsored by ""AVN"" magazine?",1
9," Tulane Stadium in New Orleans, Louisiana.",Los Angeles Memorial Coliseum,0.3447275161743164,26.78218388557434,0.6337506175041199,0.0,0.0,"Exposition Park, Los Angeles includes which NFL football stadium?",0
10, Barrow Haven,New Holland,0.3349597454071045,25.478053092956543,0.3353418707847595,0.0,0.0,"What North Lincolnshire, England village contains the Humber Ferry?",0
11, Amar'e Stoudemire,Amar'e Carsares Stoudemire,0.3386149406433105,26.133942127227783,0.8602802753448486,0.8571428571428571,0.8571428571428571,What NBA veteran was a 2005 all star along with his team mates Steven Nash and Shawn Marion?,1
12, Hozier,Hozier,0.3344392776489258,25.59935593605041,1.0000001192092896,1.0,1.0,"""From Eden"" is a number 2 song from the Irish Singles Chart that came from what album that was released on September 19th?",1
13, Central Landfill,Central Landfill,0.3869800567626953,25.47510838508606,1.0000001192092896,1.0,1.0,"What landfill located in the town of Johnston in Providence County, Rhode Island, United States is owned by Rhode Island Resource Recovery Corporation?",1
14, I do not have information on how many times the sports club Ron-Robert Zieler is a part of has won the national championship.,five times,0.3550431728363037,31.016524076461792,0.1679237931966781,0.0769230769230769,0.0769230769230769,How many times during the season in which Manchester United recorded Lift it High did they lose?,0
15, Zydrunas Ilgauskas,Zydrunas Ilgauskas,0.3514285087585449,26.28670144081116,1.0000001192092896,1.0,1.0,"The 1997–98 NBA season was the 28th season of the National Basketball Association in Cleveland, Ohio, which Lithuanian retired professional basketball center of the National Basketball Association (NBA), and played for the Cleveland Cavaliers from 1996 to 2010, was selected to the All-Rookie First Team?",1
