idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, Sponges typically feed by drawing in water through pores.,drawing in water through pores,0.4267606735229492,36.37722396850586,0.5807777643203735,0.7142857142857143,0.7142857142857143,How do sponges typically feed?,1
1, 1773,1773,0.3762929439544678,33.8510000705719,1.0000001192092896,1.0,1.0,When did Isaac Backus write against a state sanctioned religion?,1
2," The Act of ""Nihil novi nisi commune consensu"" (Latin for ""I accept nothing new except by common consent"") forbade the king to pass any new law without the consent of the representatives of the nobility, in Sejm and Senat assembled, and thus greatly strengthened the nobility's political position.",forbade the king to pass any new law without the consent of the representatives of the nobility,0.3771588802337646,50.9755916595459,0.5761678218841553,0.5151515151515151,0.5151515151515151,"What did The Act of ""Nihil novi nisi commune consensu"" Do",1
3, J. Brent Walker,J. Brent Walker,0.377511978149414,34.003615379333496,1.0,1.0,1.0,Who is the Executive Director of the Baptist Joint Committee?,1
4," March 24, 2008, to August 8, 2008.",April 28.,0.3753046989440918,37.293137550354,0.6643765568733215,0.0,0.0,What date did the torch relay event take place?,0
5, The Silk Road,Silk Road,0.385986328125,33.616904735565186,0.9685282707214355,0.8,0.8,Which network was used to exchange goods with Rome?,1
6," Olympia, Greece","Olympia, Greece",0.3738071918487549,33.67947173118591,1.0,1.0,1.0,Where was the Olympic torch lit?,1
7, Museum of Contemporary Art Detroit,Museum of Contemporary Art Detroit,0.3772480487823486,34.25653386116028,1.0,1.0,1.0,What does MOCAD stand for?,1
8, The separation of church and state.,constitutional limitation on religious establishment,0.3776178359985351,34.7870512008667,0.6398825645446777,0.0,0.0,What do scholars also disagree with about the way the Supreme Court has interpreted what?,1
9, Powerful and privileged.,"formalized, hereditary",0.3717367649078369,33.63989758491516,0.2978880703449249,0.0,0.0,What are two adjectives that best describe the szlachta?,0
10, Co-proprietors of Piast realms.,co-proprietors of Piast realms,0.37677001953125,35.227577924728394,0.976728081703186,1.0,1.0,What did some Mozni regard themselves with?,1
11, A religious dimension.,a religious dimension,0.378129243850708,33.971216440200806,0.9742680191993712,1.0,1.0,What has the separation of church and state failed to deny the political realm of?,1
12, The night blooming cereus.,cereus,0.3780806064605713,34.78771924972534,0.7007009983062744,0.4,0.4,What is the name of the night blooming flower on St. Barts?,1
13, Belle Isle Park,Belle Isle Park,0.3722147941589355,33.598713636398315,1.0,1.0,1.0,What is the large island park in Detroit?,1
14, The Paralympic Games.,Paralympic Games,0.376495361328125,34.676459312438965,0.967146098613739,0.8,0.8,For what events was the torch relay decided to not be held?,1
15, Crime rate and improving city services.,high crime rate,0.3785970211029053,34.70655035972595,0.7341787219047546,0.4444444444444444,0.4444444444444444,What was Mayor Young criticized for not reducing?,0
16," The first part of the First Amendment is known as the ""Establishment Clause"".","""establishment clause""",0.3748455047607422,37.16407370567322,0.6859952211380005,0.2666666666666667,0.2666666666666667,What is the first part of the First Amendment know as?,1
17, churches.,churches,0.3774199485778808,33.34708285331726,0.9542413353919984,1.0,1.0,What did the Plymouth Colony and Massachusetts Bay Colony both establish?,1
18," ""High (river)bank""","""high (river)bank""",0.3791654109954834,34.72864079475403,1.0000001192092896,1.0,1.0,What did Hanover possibly originally mean?,1
19, Roger Williams was a Baptist theologian and the founder of the colony of Rhode Island.,Baptist theologian,0.3741207122802734,37.48218607902527,0.3785722255706787,0.2352941176470588,0.2352941176470588,Who was Roger Williams?,1
20, The Michigan Chronicle,Michigan Chronicle,0.3816313743591308,33.54903483390808,0.9822119474411012,0.8,0.8,What newspaper was founded in 1935?,1
21, Hannover 96,Hannover 96,0.3820452690124511,33.791937589645386,1.0,1.0,1.0,"Who does the nicname ""Die Roten"" belong to?",1
22, Pervasive secularism,pervasive,0.3778135776519775,34.201253175735474,0.5822476744651794,0.6666666666666666,0.6666666666666666,What type of secularism came to dominate American public life?,1
23, Casimir III the Great,Ducal Prussia,0.37091064453125,34.300636291503906,0.2840738892555237,0.0,0.0,What is one leader from the polish-lithuanian common weaith. ,0
24, 1138 – 1314,"A.D., 1138 – A.D., 1314",0.3785474300384521,34.93603014945984,0.7617332935333252,0.5,0.5,WHen was the period of Division?,1
25, Olympia,Paris,0.3720185756683349,33.18463921546936,0.4054901599884033,0.0,0.0,What was the largest European city in 1667?,0
