idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,24 May 1923.,24 May 1923,0.0013413429260253,2.565595388412476,0.9853471517562866,1.0,1.0,The ancestral home of George Henry Moore was burned down during a conflict that ended on what date?,1
1,The Queen of Spades.,The Queen of Spades,0.0015084743499755,1.3700754642486572,0.986058235168457,1.0,1.0,"Which opera premiered first, Tosca or The Queen of Spades?",1
2,2017.,2017,0.0012359619140625,1.251168966293335,0.9525437951087952,1.0,1.0,"Jo In-sung, is a South Korean actor, he was in the film The King, released in which year, a South Korean political crime thriller film starring Jo In-sung and Jung Woo-sung?",1
3,"""Lovecraft""",Lovecraft,0.0013725757598876,1.2751684188842771,0.946787178516388,1.0,1.0,What was the tenth episode of the American crime drama television series developed by Bruno Heller called?,1
4,Tofu.,bean curd,0.0012555122375488,1.244180679321289,0.2858392298221588,0.0,0.0,Soy egg can also be made with a substitute cultivated by coagulating soy milk also known as what ,1
5,1984,1984,0.0013704299926757,1.262623310089111,1.0,1.0,1.0,Mr. Peregrine Percival is a fictional character in a children's tv series that was first broadcast in Great Britian in what year?,1
6,Both Ran and A.K. are films.,film,0.0011763572692871,1.4392287731170654,0.4485639631748199,0.25,0.25,"Food, Inc. and Triumph of the Will, are which form of entertainment?",0
7,John Eleuthère du Pont.,John Eleuthère du Pont,0.001319408416748,1.39208722114563,0.9876766800880432,1.0,1.0,Who murdered the American Olympian Dave Schultz?,1
8,Seoul.,Seoul,0.0012357234954833,1.173924207687378,0.9669973850250244,1.0,1.0,Ko Won-hee became the youngest ever model for an airline headquartered in what city?,1
9,8958 sqmi.,8958 sqmi,0.001357078552246,1.3040423393249512,0.9738192558288574,1.0,1.0, The El Hadj Hassan Gouled Aptidon Stadium is located in a country with a total area of how many square miles ?,1
10,The 15:17 to Paris.,The 15:17 to Paris,0.0013682842254638,1.4539775848388672,0.9903227090835572,1.0,1.0,What upcoming film is based on a man who was awarded an Airman's Medal and a Purple Heart for his actions?,1
11,Oz the Great and Powerful (2013) was produced before Robin Hood: Men in Tights (1993).,Robin Hood,0.0012085437774658,2.2153215408325195,0.5882075428962708,0.2352941176470588,0.2352941176470588,"Which film was released first, Robin Hood or Sky High?",0
12,Billions.,Billions,0.0012381076812744,1.2441937923431396,0.9573147296905518,1.0,1.0,Which American television drama series stars Paul Giamatti and features Sean Ringgold?,1
13,Mark Knopfler.,Mark Freuder Knopfler,0.0012054443359375,1.396474838256836,0.7932934761047363,0.8,0.8,What artist that co-founded a band with David Knopfler also played with the group Brewers Droop?,1
14,Alberto Del Rio.,Alberto Del Rio,0.0013411045074462,1.1908564567565918,0.988846480846405,1.0,1.0,Which wrestler wrestled in both The League of Nations and Global Force Wrestling?,1
15,ACS Nano.,ACS Nano,0.0013222694396972,1.090304613113403,0.9732364416122437,1.0,1.0,Ali Khademhosseini is an Associate Editor for which journal published by American Chemical Society?,1
