idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, Chicago,Chicago,89.01290845870972,93.01116847991943,1.0,1.0,1.0,What city did Al Capone and Edward J. O'Hare both work in?,1
1, 1936,"September 3, 1925",89.03701496124268,93.88220000267027,0.5441339015960693,0.0,0.0,"When was the  American actress of stage, screen, and television who starred in The Tiger Makes Out born? ",0
2, I couldn't find any information on a movie that David Pruiksma worked on based on a novel of the same name.,Quasimodo,89.36422085762024,103.64584255218506,0.1396576464176178,0.0,0.0,"Who is the main character in the movie that David Pruiksma worked on, that is based on a novel by the same name? ",0
3, The United States.,American,88.73316478729248,94.01169061660768,0.4885761737823486,0.0,0.0,Kerry Remsen is the daughter of an actor with what ethnicity?,1
4, Cris Morena,Cris Morena,89.44535303115845,94.71243929862976,1.0,1.0,1.0,Which former fashion model wrote Sweet Baby for Erreway?,1
5, A Muse,"He is best known for his films ""Happy End"" (1999) and ""A Muse"" (2012).",89.05643796920776,93.45730447769164,0.4465327262878418,0.25,0.25,What film is Jung Ji-woo best known for?,0
6, Chief Mouser to the Cabinet Office.,Chief Mouser to the Cabinet Office,88.98025345802307,95.95961928367616,0.9819830656051636,1.0,1.0,"Larry is the 10 Downing Street, official resident cat of the Prime Minister of the UK, also called? ",1
7, 1964,1964,89.10964703559875,93.93602395057678,1.0000001192092896,1.0,1.0,"What year  was this wrestler who was the challenger to the Undertaker  WWF World Heavyweight Championship on May 11, 1997, was born?",1
8, Kevin Turpin,Kevin Turpin,88.667560338974,93.0833456516266,1.000000238418579,1.0,1.0,"Who is the president of the company that ranked Randy Neugebauer ""the most conservative"" member of the House in 2011?",1
9, Nangpai Gosum,Dhaulagiri,89.07195711135864,94.5538158416748,0.3413178324699402,0.0,0.0,Which was climbed first Nangpai Gosum or Dhaulagiri?,0
10, Grave Digger.,Grave Digger,89.3366494178772,94.60065913200378,0.9794038534164428,1.0,1.0,Around the World in 80 Ways follows the exploits of the driver of which monster truck?,1
11, 1996,1996-2009,89.24732327461243,94.08973741531372,0.8262352347373962,0.6666666666666666,0.6666666666666666,"When was the man who became a member of a formal body of advisers to the Chief Executive of Macau, a former First Secretary of the Legislative Assembly of Macau?",0
12, Delonix,Delonix,89.48076963424683,94.32356691360474,1.0,1.0,1.0,"Which flowering plant is in the pea family, Barbarea or Delonix?",1
13, Jennifer Lynch,Jennifer Chambers Lynch,89.23367691040039,93.632239818573,0.8890094757080078,0.8,0.8,"What American film director  is also known as the author of the book ""The Secret Diary of Laura Palmer"", Peter Tscherkassky or Jennifer Lynch?",1
14, The New York metropolitan area.,The New York metropolitan area,88.84303164482117,94.97291803359984,0.9738470315933228,1.0,1.0,which Tri-State Area has SummerSlam been the the first pay-per-view to have events,1
15, Ranger Rick,Ranger Rick,88.74145126342773,93.14388823509216,1.0,1.0,1.0,"Which magazine is published in the U.S., Ranger Rick or OK!?",1
16, The Hasty Pudding Club was a social club for Harvard students.,a social club,89.01762866973877,98.82287788391112,0.5055152177810669,0.4285714285714285,0.4285714285714285,"What type of club was the Hasty Pudding Club, founded by Charles Macomb Flandrau?",1
17," No, Wells Fargo is a bank and financial services company, while Southwest Airlines is an airline.",no,88.98212003707886,100.71065044403076,0.0458956509828567,0.1176470588235294,0.1176470588235294,Are Chris Marker and Yvonne Rainer American?,0
18, 3,three,88.65504193305969,92.82597970962524,0.8656187057495117,0.0,0.0,"Death of a Soldier is a 1986 Australian film based on the life of American serial killer Eddie Leonski, he was an American soldier and serial killer responsible for the strangling murders of how many women in Melbourne, Australia?",1
19, Zugspitze,Zugspitze,88.49647498130798,93.76704478263856,1.0000001192092896,1.0,1.0,"What is the highest mountain in Germany, ahead of the Hochwanner the highest peak on the main ridge of the Wetterstein, lying south of the town of Garmisch-Partenkirchen?",1
20," January 27, 1984","June 19, 2006",89.49327540397644,96.05826020240784,0.5443675518035889,0.0,0.0,What is the release date of this song recorded by Taylor Swift for which she released a music video?,0
21, Documentary films.,documentary,89.04377055168152,93.87185072898863,0.8510596752166748,0.6666666666666666,0.6666666666666666,WHat genre are both Game Face and Junket Whore?,1
22, Todd McFarlane.,Todd McFarlane,89.2342529296875,94.9475712776184,0.9870370626449584,1.0,1.0,"Kiss Psycho Circus is a comic book series published by Image Comics, and which Canadian-American comic book creator and entrepreneur, best known for his work on ""The Amazing Spider-Man"" and the horror-fantasy series ""Spawn""?",1
23, Netflix,Showtime,89.46796131134033,93.43356037139893,0.6221416592597961,0.0,0.0,"Zachary Brendan ""Zach"" McGowan is known for his role as Jody in a television series which airs on what network?",0
24, Mackinaw City.,Mackinaw City,89.1341769695282,94.826922416687,0.9889430403709412,1.0,1.0,"Dorton, Kentucky is located along a US highway that runs between Jacksonville, Florida and what Michigan city?",1
25, Yes.,yes,88.73807048797607,93.16539525985718,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
