idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,They are both film directors.,film director.,0.0013301372528076,2.882575750350952,0.7298057675361633,0.5714285714285715,0.5714285714285715,What does Georges Méliès and Alexander Kluge have in common?,1
1,Happy Gilmore.,Dennis Dugan,0.0008413791656494,0.2958841323852539,0.1886532604694366,0.0,0.0,"Who has had a longer partnership with Adam Sandler, Dennis Dugan or Florian Henckel von Donnersmarck?",0
2,James Bond.,James Bond,0.0008096694946289,0.2575480937957763,0.9669424295425416,1.0,1.0,Thunderball was for the film that starred which British Secret Service character?,1
3,Neiman Marcus.,Neiman Marcus,0.0007548332214355,0.2944357395172119,0.9735357761383056,1.0,1.0,Cadoro specialized in jewelry also sold via what Dallas-based department store?,1
4,Chris Mann.,Chris Mann,0.0007557868957519,0.2996387481689453,0.9803985357284546,1.0,1.0,"Which American singer-songwriter from Wichita, Kansas participated in the season two of ""The Voice"".",1
5,James and the Giant Peach (1996) was produced before Home on the Range (2004).,James and the Giant Peach,0.000781774520874,0.9183917045593262,0.7069496512413025,0.5263157894736842,0.5263157894736842,Which film came first James and the Giant Peach or Alice Through the Looking Glass?,0
6,The Battle of Cecora (1620) in Moldavia.,Battle of Cecora,0.0007402896881103,0.6432065963745117,0.7301607131958008,0.6,0.6,Which battle in 1620 in Moldavia forced the Commonwealth to sign a truce favorable to Sweden?,1
7,Legend of the Boneknapper Dragon.,Legend of the Boneknapper Dragon,0.0007605552673339,0.4504303932189941,0.9884687662124634,1.0,1.0,"Which of the short films contained in ""How to Train Your Dragon"" franchise is a 2010 animated short film by DreamWorks Animation?",1
8,Altice USA.,Altice USA,0.0007417201995849,0.2967488765716553,0.9861181378364564,1.0,1.0,Who owns the news television channel who Andrew Ehinger is a reporter for?,1
9,Yes.,yes,0.0007290840148925,0.2201218605041504,0.836855947971344,1.0,1.0,Can Fraxinus and Onoclea both be found in North America?,1
10,"No, the Lehigh Canal is in Pennsylvania, while the Gowanus Canal is in New York.",no,0.0007297992706298,0.9144611358642578,0.1222104430198669,0.125,0.125,Are Chris Marker and Yvonne Rainer American?,0
11,There is no information about a specific film being shot on a historic street in the Center Square/Hudson–Park Historic District.,Ironweed,0.0007855892181396,1.1042721271514893,-0.0197141263633966,0.0,0.0,Center Square/Hudson–Park Historic District includes a historic street used as a location for which film?,0
12,Eiffel 65.,Eiffel 65,0.0008435249328613,0.420750617980957,0.978056788444519,1.0,1.0,"Europop is the debut album by which Italian electronic group, album is most notable for the group's two biggest hits: ""Move Your Body"" and ""Blue (Da Ba Dee)"", it's the group's most popular single, reaching number one in many countries?",1
13,Super Mario Bros.,Super Mario Bros.,0.0007145404815673,0.2935001850128174,1.0,1.0,1.0,"Mahito Yokota's collaborator for the ""Super Mario Galaxy"" series also worked as a sound designer on what game in 1985?",1
14,8 Mile Corner.,8 Mile Corner,0.0007355213165283,0.3147780895233154,0.9858318567276,1.0,1.0,This National Grassland located in Morton County Kansas hosts which monument dedicated to the meeting of states?,1
15,"Bill Berry, the former drummer for R.E.M.",R.E.M.,0.0007236003875732,0.5651929378509521,0.3636654615402221,0.5,0.5,"Which band was active first, Adam Again, or R.E.M.?",0
16,Documentary film.,documentary,0.0007319450378417,0.2549116611480713,0.8849450945854187,0.6666666666666666,0.6666666666666666,WHat genre are both Game Face and Junket Whore?,1
17,Close range combat.,close range combat,0.0007767677307128,0.2971498966217041,0.9595675468444824,1.0,1.0,What type of combat is specialized in the style of kung fu for which the character portrayed by Bryan Leung in Warriors Two is well known? ,1
18,"Milo Sweet composed the fight song ""Fight On"" for the University of Southern California, the oldest private research university in California.",Milo Sweet,0.0007429122924804,1.1001877784729004,0.4852036535739898,0.1739130434782608,0.1739130434782608,Who composed the fight song for the oldest private research university in California? ,1
19,The New Hampshire House of Representatives with 400 members.,400,0.0007917881011962,0.5606107711791992,0.4079644083976745,0.1999999999999999,0.1999999999999999,How many members reside in the lower house of the court that the Executive Council of New Hampshire has the right to veto legislation of?,1
20,The Army of the Coasts of Brest.,U.S. Seventh Army,0.0007417201995849,0.5283737182617188,0.4187869727611542,0.1818181818181818,0.1818181818181818,Which World War II military unit was commanded by the designer of the Model 1913 Cavalry Saber?,0
21,"Yes, both Paul Claudel and Robert Penn Warren were poets.",yes,0.0007445812225341,0.6417605876922607,0.1161635890603065,0.1818181818181818,0.1818181818181818,Can Fraxinus and Onoclea both be found in North America?,0
22,The Nevada Test Site.,Area 51,0.0007846355438232,0.2968072891235351,0.2750592231750488,0.0,0.0,What name did the Central Intelligence Agency give the Nevada Test Site that Richard Mingus worked at?,0
