idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, 1923,1923,0.1465702056884765,20.244930028915405,1.0,1.0,1.0,When did the first Yankee Stadium open?,1
1, Brierley Hill near Birmingham.,Brierley Hill,0.1258125305175781,21.040672063827515,0.7880532741546631,0.6666666666666666,0.6666666666666666,In what settlement is the pub known as The Vine located?,1
2, When they are repugnant to domestic law or indigenous conditions.,repugnant to domestic law or indigenous conditions,0.1200146675109863,22.39776587486267,0.836441695690155,0.8235294117647058,0.8235294117647058,When are reception statutes invaild?,1
3," In the United States, when both the federal and state governments have regulations that overlap, the federal regulations take precedence, as they are considered supreme under the Supremacy Clause of the Constitution.",coexist with each other,0.3216943740844726,27.54655289649964,0.2630230784416199,0.0,0.0,What happens when both the federal and state governments have regulations that overlap?,0
4," 46,000","46,000",0.1325898170471191,20.45331335067749,1.0,1.0,1.0,How many production-level jobs were lost?,1
5, The Supreme Court.,the Supreme Court,0.1424231529235839,20.45710182189941,0.9724016785621644,1.0,1.0,Any court that enforces an unconstitutional statute will be overturned by what court?,1
6, Tuva,Tuva,0.1465752124786377,19.96640944480896,1.0000001192092896,1.0,1.0,"Which place in Russia could Feynman not visit, but wished to do so?",1
7, a slip law.,a slip law,0.13765549659729,20.426552057266235,0.9758548140525818,1.0,1.0,"After being given a law number, a new law is prepared for publication as what?",1
8," 33,000","33,000",0.1489975452423095,20.296085357666016,1.0,1.0,1.0,How many dock workers were the Thames River Police policing?,1
9, ITV,ITV,0.1327972412109375,19.83711576461792,1.0000001192092896,1.0,1.0,What channel is home to the soap opera Emmerdale?,1
10, Pickled cockles and mussels.,pickled cockles and mussels,0.1459865570068359,21.15698456764221,0.9778863191604614,1.0,1.0,What seafood can often be purchased in jars at pubs?,1
11," The Magdala in South Hill Park, Hampstead.",The Magdala,0.1340408325195312,21.9214096069336,0.5799645185470581,0.4444444444444445,0.4444444444444445,Outside what pub was David Blakely shot?,1
12, Off-sales counter or attached shop.,off-sales counter,0.1291255950927734,21.034586906433105,0.8392071723937988,0.6666666666666666,0.6666666666666666,What was the name of the counter where pubs traditionally sold alcohol to drink at home?,1
13, 1868,1868,0.137521743774414,20.16976022720337,1.0,1.0,1.0,When was the passage of the 14th Amendment?,1
14," Yes, according to the Catholic religion, a savior for the world was needed.","Catholic Church has taught that even had man never sinned in the Garden of Eden and was sinless, he would still require God's grace to remain sinless.",0.12662935256958,23.239431142807007,0.4577740430831909,0.1951219512195122,0.1463414634146341,According to the teaching of the Catholic religion is a savior for the world needed ?,1
15, Chapter 11,Chapter 11,0.2547440528869629,20.217514753341675,1.0000001192092896,1.0,1.0,What type of bankruptcy did Caesars Entertainment file for?,1
